"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0008380","GO:0008380","RNA splicing","308/9653","449/28891",4.66484389864232e-53,2.74844120973644e-50,9.12880935188856e-51,"57905/18148/319586/68955/100683/53975/16854/27878/51810/50783/13548/51796/67736/67039/22668/70312/27374/217207/20624/68035/19205/70616/192170/216825/23879/233908/70233/15387/76479/11758/67332/67367/192159/234723/227707/53609/17975/12261/20637/16969/13207/72935/225027/12750/107701/13211/234373/83486/110213/268859/76781/76938/74111/103284/231151/75956/320632/20901/225895/14105/12696/67040/27886/22722/22185/269623/15372/230753/59013/229700/15381/276919/276905/20382/192196/28036/66642/72289/16549/22687/56844/229279/19826/56036/83703/231769/22184/20227/76167/75062/22431/209003/66354/107817/72193/65105/101739/170791/71514/225160/69562/78372/53610/108013/56215/233208/217218/54723/66381/20222/116748/18708/74044/432467/223527/20643/56070/66185/15388/19655/98758/70248/74200/19317/68272/19134/56194/15469/20020/68011/56706/27981/66921/76265/72459/102414/56258/70052/15481/56541/68183/69731/18458/231386/381802/19383/28000/53890/76793/208768/66978/56790/67760/230908/66078/72692/170771/21841/101206/109115/101214/67207/56009/15572/75565/73666/101943/66603/76936/53317/110809/53817/13204/66125/22608/219158/19653/70439/218543/67959/68816/20926/109095/108160/69192/68278/70650/319322/19656/18139/27366/20630/108014/56195/238831/20462/17149/68879/104721/66373/20218/78688/664883/100041953/231413/209416/67225/11652/93686/74255/57317/328110/69408/11877/56190/212880/67836/19654/66935/12812/330361/68052/17927/269254/20383/27370/27756/98985/107686/12747/217827/193116/73473/14300/215051/18949/19153/210510/76183/81898/68988/19652/272009/207920/117198/102162/66464/56361/66704/66492/72486/67996/107829/66877/70567/56403/68592/52897/78697/100039795/21681/108121/210529/76522/66618/20639/100336/224344/78651/55934/338351/66810/114642/67302/171170/66094/230257/232314/68675/20641/14265/237859/67684/67797/68045/14266/68981/11834/66587/60532/20638/66637/216766/78943/72462/28088/14359/101985/12748/54614/66395/69131/20826/20815/28035/382073/246103/22258",308
"GO:0031346","GO:0031346","positive regulation of cell projection organization","315/9653","463/28891",5.26039061017339e-53,2.84104929537781e-50,9.43640245421455e-51,"23965/72722/12064/20869/20312/140570/13047/54673/13385/17242/50769/19713/18010/19205/319974/723951/211323/16590/15387/14025/192176/70237/12631/12808/11977/19649/71955/104215/232906/192212/14828/99982/16885/230872/76709/13631/19268/69981/232944/68750/56717/20779/18039/231672/56637/23854/13660/13860/17427/103742/15519/67287/208727/83431/13838/59041/11682/56699/67095/18222/11504/11516/13837/14810/24136/16400/12877/26563/76454/56226/12323/74117/234695/18472/13048/11771/13640/19266/320840/20222/18708/14086/18015/235611/20315/69871/20354/208647/219103/19317/18024/27279/71653/76089/234776/103967/16878/382253/230598/18442/11603/329795/330863/26396/19259/320563/13542/70083/235072/67784/244058/26395/53872/101314/319740/68050/252838/74187/15572/225523/73178/382056/98733/18761/13690/170731/108100/20482/14182/76965/53860/20320/328572/15507/235442/18844/11789/227541/52906/54198/18208/13430/70300/12484/18606/216739/12561/217715/243743/52513/109880/19230/16403/16001/22339/18846/16975/15114/11426/242687/19735/18479/14366/29875/68732/16971/17755/74055/353047/18053/11538/16412/545156/18103/21844/21770/380713/11350/98845/24001/104445/18003/17973/12162/108686/11881/20266/233489/269254/665113/23969/23790/225849/17118/18212/13169/80913/67414/20807/13844/22359/75788/11785/12361/11423/14297/20616/14362/21812/19699/381644/20393/71951/17760/18223/66713/70620/244667/12633/13544/21821/12492/20698/106298/72162/27260/74006/18845/80987/77480/15194/22418/11816/228550/72844/16974/19283/21809/216344/69601/68169/73710/11932/102774/15566/18213/50791/193385/269878/18186/23999/213084/223593/15461/18483/71900/11352/13857/68743/74143/66573/75974/22408/103199/107746/14063/12540/101513/214459/22240/16570/14360/54712/232560/14265/12305/17344/17356/20720/12396/228880/330938/12168/14056/192167/18760/23789/11858/100040531/66515/54214/93759/329165/18759/108672/66991/18643/18049/20430/20356/620393/12801/12159/19876/69710/243725/22416/26564/101565/231225/53404/56320/19353/13803/242274",315
"GO:0051656","GO:0051656","establishment of organelle localization","328/9653","491/28891",2.30189728191151e-52,1.14758432954373e-49,3.81164367733526e-50,"94245/18148/224092/83560/27681/108000/21754/108012/76464/68581/67052/20869/51810/100502766/234857/212733/228421/22350/11777/12560/16905/13429/14158/16590/100041286/77038/22631/76510/13191/22187/11776/12631/22210/50873/26419/67581/108911/19324/230872/93670/18536/16580/15185/19294/18039/14461/14070/71923/338367/13605/56426/27060/101706/67629/67064/83431/59041/103573/72415/53869/52639/381269/67095/56150/110033/17886/15368/18570/67177/11920/19326/16211/68953/60595/18472/20528/66977/18124/228355/13426/17350/75964/75665/58994/27096/72124/27419/208943/67849/26941/76895/67037/22680/52023/19339/103967/211556/53378/16574/17758/12237/24064/14048/56208/68861/76205/210998/16561/67898/28135/54141/353258/103583/59014/68196/18508/64540/231452/13589/26395/381293/75687/211446/76499/59040/109246/77053/213993/14533/78798/12568/216131/66934/225523/214585/109359/73178/78906/16319/21335/18221/11778/67774/77579/66682/56632/320191/60409/18607/20224/240756/17120/102058/68053/15227/11789/52906/52563/70612/24015/18208/15239/20844/13383/11775/59005/17257/20619/56444/108907/244329/81601/56273/15114/105513/18457/56715/20911/69940/214444/50518/77097/12387/17920/11840/17910/17755/268491/15183/20971/26875/245049/16412/107338/319613/18806/384619/108030/102124/18005/212073/66196/332110/217325/20562/16560/17921/19069/76707/72114/233489/234852/17828/11981/70681/76123/381318/72080/19384/75608/20616/15251/97895/16906/12934/17760/17281/225898/83767/229841/12615/64933/208092/270058/100019/66442/12890/225642/74006/14389/75914/66482/16190/17913/15194/12617/50907/19349/386649/13424/14183/56418/18762/11799/11774/66371/16418/57752/72400/67511/26412/73689/54418/18159/234686/226407/14083/101994/66439/16783/66994/68942/54160/26972/66397/214952/380684/16553/71878/104015/70385/26934/68166/12540/214459/114606/207425/69654/116733/117197/230917/93742/97112/20479/217449/380752/11891/21749/50850/192167/20054/19419/26951/53413/20615/66251/67839/69150/12794/17918/93759/69737/20963/66991/19164/16800/105782/320165/319565/72823/214084/24063/226751/11541/20910/232946/17912/18817",328
"GO:0060562","GO:0060562","epithelial tube morphogenesis","279/9653","395/28891",3.48133488125711e-52,1.61160938324481e-49,5.35287957306074e-50,"69903/105278/18504/23892/21386/18091/17769/12042/73181/19227/14312/14462/78783/140570/58234/17242/18741/19713/17702/12614/234366/27428/21420/433809/20563/15229/30841/225164/12850/12631/12215/74025/22337/21380/12808/20115/12034/18141/232906/16842/54006/18018/14365/76779/243362/18747/216285/20779/26409/20472/94275/107586/54710/192119/15111/29876/16870/229700/19664/13838/13841/17684/12826/64930/20671/67087/24136/19303/22431/22417/16772/15205/12234/20733/74533/269593/20377/22412/17869/245866/73916/216021/22160/14815/16776/50768/50721/12370/21803/20315/18109/15245/14573/17127/99377/13543/21813/22289/93760/18763/24064/15376/14048/21676/14734/329795/19014/108156/104156/16911/23908/19411/18128/14254/13800/19206/13542/18514/67784/244058/21815/54485/24069/22323/100169/65256/235626/98711/238057/64138/16973/14173/56334/13001/11783/14368/16542/21385/67937/15227/16568/18510/69718/107515/58198/18208/70300/13383/11622/18119/20674/20353/56274/380718/69847/13036/22339/58231/12387/18479/22158/20682/15478/20971/19335/17979/65100/18021/68270/14179/108655/16373/20481/11350/19045/16814/12977/12162/19401/18749/93840/20460/252973/114249/22772/20807/67661/54612/20681/230824/225876/319757/18612/20319/14362/15251/18132/233651/18121/11852/207920/13982/13544/381157/15213/68146/20191/74392/12767/59024/240641/22418/14234/56753/13836/14634/14106/16974/15364/269152/14183/12043/106042/211401/170823/17387/14472/20496/18129/102774/19058/269878/14463/17128/12367/18186/20474/18595/21418/57265/11352/74143/22034/17260/68588/99683/14260/13138/22408/14042/19143/13642/75605/226154/22414/22420/12305/207304/12156/18095/19878/18505/67122/20732/18854/18643/19164/20356/18654/12159/105782/19876/22416/14160/329628/24063/15208/270685/15375",279
"GO:0045786","GO:0045786","negative regulation of cell cycle","280/9653","400/28891",4.23412791094145e-51,1.82942553272077e-48,6.07634496693001e-49,"18148/233805/56371/83560/239789/17193/100683/76464/14462/67052/100502766/28114/30949/17425/15370/12443/378430/12580/231724/268465/20834/52040/52004/108989/75430/12579/14365/11909/93762/14155/102423/18747/107976/211651/66214/12450/12226/208583/104418/380629/19361/216965/67629/234736/229543/208266/69754/56150/11516/68729/67177/12577/11920/76454/68953/103844/227292/68077/227331/21951/225160/79263/66977/68193/107047/633285/77011/15937/67490/235661/52696/76843/68034/66854/14451/12189/21858/21803/229228/19367/24100/225372/26941/107995/69034/21929/12649/67141/22680/16600/12366/16878/66131/18392/71059/69917/22385/109019/12237/66971/329795/100342/270669/12449/226591/12576/19211/71375/67941/12905/28000/27103/208768/12192/12581/26427/192231/269582/12568/70799/28010/17246/107503/231600/12952/26931/19054/68251/17535/214384/20467/53817/16319/170731/17245/327799/20937/19357/66209/12144/219158/17120/11789/19355/234069/13383/20674/17300/13853/330177/15574/52468/225131/68067/26416/235323/327762/83456/23871/12228/14184/13555/23834/214444/72772/12387/56453/52679/268491/18004/83383/50523/71943/52477/105837/56190/56696/18005/19891/11350/12162/22589/18749/20460/225849/225182/11819/70681/12606/22137/216810/12575/50796/11785/12193/20112/14841/27223/22591/27354/20104/72611/50915/11852/229841/319955/269424/15446/209334/12399/13982/19650/66442/74268/22059/12021/107829/19272/193838/12795/68592/17283/218914/14183/12043/11799/69601/66371/72400/241627/29857/71449/18159/12367/21981/67991/235559/14199/15468/19360/70385/545622/12753/224023/67153/26914/12571/106052/12227/116733/235041/12236/622408/11787/216964/26992/12156/230103/14056/74996/26951/17685/93759/18854/66991/13649/214498/16798/268930/12159/105782/101565/19247/12578/240255/209200/65964/382073/57441/18817",280
"GO:0050767","GO:0050767","regulation of neurogenesis","325/9653","494/28891",1.19057924132621e-49,4.82259003939697e-47,1.60179904507375e-47,"12064/73181/20869/20312/140570/13047/54673/58234/13385/17242/56381/27374/387216/70086/723951/20352/11421/211323/17190/20563/22352/16590/69743/14025/84653/70237/21907/242620/15904/71955/56711/213541/16842/11865/26419/99982/12579/16885/14365/13631/19268/18536/12017/23873/19744/56717/54713/18039/231672/17173/14461/20238/56637/192119/269951/16870/67287/23966/83431/13838/59041/13841/108138/67095/18222/11516/24136/18627/21752/76454/66354/15205/12323/74117/227292/97165/18472/76901/13048/13640/17869/19266/67490/320027/21803/18015/15207/18016/235611/20315/18109/20354/19317/27279/217166/65254/71653/76089/16878/67838/57810/382253/230598/22241/319583/26396/104156/22326/229285/18128/14254/78748/19211/20539/320563/70083/29869/18508/67784/28000/244058/26395/20359/19016/54485/13131/53605/53872/19055/63953/17196/329559/319740/12568/12032/107503/14173/50913/18742/98733/330790/13690/170731/15214/108100/20482/76965/320191/16542/74132/20320/68585/328572/18844/18208/19280/12484/18606/20674/12724/20353/17257/22129/12561/217715/243743/109880/16195/22339/18846/14184/13555/16975/15114/11426/320790/12387/18479/14366/20893/235472/16971/22421/17755/235402/11538/15902/65079/16412/14168/24088/545156/21844/14843/20481/24001/12306/216858/22422/20562/79362/20358/12162/13392/233489/665113/12677/20665/17118/18212/13169/16835/214968/67414/14375/17158/20807/13844/21909/75788/20681/69807/20660/12361/11423/14297/319757/20616/15251/17172/19699/22629/14912/18121/20393/216049/17760/18223/66713/244667/13003/15213/72162/22059/74006/18845/171207/12767/15901/20194/22418/13643/11816/228550/14634/18755/210108/19283/15364/216344/15182/76893/18129/18213/50849/269878/71918/66993/18186/23999/213084/14083/14061/433759/74143/216190/20357/20360/104015/13138/18420/114606/12227/13389/13004/19047/225908/20666/54712/232560/108151/14265/20350/17344/12156/17356/20720/330938/12168/19262/30948/14056/11858/66515/54214/20732/18759/66991/14359/19164/13649/18049/20430/20585/20356/17863/12159/16800/19876/22416/56320/15208/19697/12166/22341",325
"GO:0006417","GO:0006417","regulation of translation","285/9653","418/28891",2.42451506687283e-48,9.24310714611929e-46,3.07005158622596e-46,"18148/22057/52856/234384/234594/16201/51810/140570/66118/17347/276770/212114/19205/22121/378430/226982/217869/107508/192170/71373/23879/22352/72201/18626/56040/217351/75901/13665/70769/21357/70640/234734/213541/12567/11803/229096/110954/108989/67031/17975/67579/208643/12261/194952/20918/17855/13631/13211/19704/73826/56717/27998/66892/13144/228866/233033/75593/13688/12696/108954/232164/12317/241846/13684/98956/16549/229663/231279/64930/217331/230738/18627/22171/12877/22431/64436/15983/68966/232791/52575/78893/68015/227331/52874/17350/22695/73830/56422/21453/13205/72416/13164/73158/52846/101543/19317/67267/15469/11991/224907/225363/66971/14433/22393/27058/69125/100342/100037258/243574/223453/72508/56541/225929/68036/218506/214290/18458/230784/67493/214580/67941/27103/12192/69956/16341/53872/230908/20677/212508/239528/16011/21841/140488/67557/12785/105193/67207/15572/103135/214150/11428/74203/56334/72181/13629/72068/53817/13690/106338/18813/74480/74108/217980/75420/22608/66362/19653/328572/227715/207952/12457/228019/24015/229317/213988/227682/14786/71701/17149/230594/11820/17690/20218/74112/74326/16589/13685/236511/66446/19735/15568/207214/13666/11652/75422/66084/230861/24127/231207/140486/27050/381305/78796/233833/17165/15473/19045/75388/319817/17973/13418/64602/100715/19401/26987/80913/80890/244551/15467/70207/12193/228994/67070/231464/55944/66870/80912/83485/20181/68134/19877/19652/66704/211064/71787/104625/72162/237400/17872/78428/211006/56403/78697/18755/210529/18983/14694/16418/270086/20226/17974/224045/100526515/20823/210106/214424/18746/68943/66912/26413/65967/104382/27979/67869/12227/208922/70354/208691/100503670/232560/14265/319765/332397/30959/224742/14151/69635/94254/19878/101122/213236/216766/78943/18854/14359/20430/63913/72587/105782/69674/65964/13803/13209/218693/108037",285
"GO:1901990","GO:1901990","regulation of mitotic cell cycle phase transition","246/9653","343/28891",4.49147238459522e-48,1.61717958469787e-45,5.37138071724984e-46,"233805/56371/83560/19052/108000/17193/75826/76464/67052/21423/68094/231803/30949/18014/12443/723951/12580/52004/20586/12034/68964/12567/108989/29861/75430/208643/27375/108911/12579/74370/107976/66214/12450/56456/208583/104418/216965/67629/234736/72584/229543/28036/53869/69754/56150/11504/12577/11920/21752/76454/227292/68077/227331/68142/79263/66977/12530/116871/69681/107047/77011/15937/216021/114714/235661/116748/52696/76843/68034/12189/21803/13205/270201/24100/67849/15512/107995/329152/219103/68612/12649/67141/22680/16600/12366/19192/18392/239985/69917/93760/109019/218294/12237/18763/246735/13194/270669/20588/12576/19211/59008/18514/71375/67941/12905/381293/208768/12192/22410/12581/26427/269582/70799/12055/28010/17246/231600/26931/19054/68251/53317/218793/17535/12444/18761/16319/327799/19357/66209/12144/59126/17120/11789/20466/81702/52563/234069/50875/77044/13383/72057/330177/15574/52468/17257/225131/68067/11792/11820/12914/13555/228361/23834/214444/72772/56453/52679/83383/15902/72993/18795/105837/56190/56696/229776/19891/108058/20587/12054/20460/52206/72290/225182/70681/66671/22137/12575/12193/14841/238271/382985/22591/27354/16906/72611/229841/330216/13871/269424/209334/19650/20135/66442/74268/22059/12021/319195/67628/12795/68592/12572/13872/17283/83797/12043/11799/66371/72400/19186/83796/66993/67155/67991/235559/30963/14199/216190/15468/19360/70385/56317/224023/67153/20133/12571/11461/18767/116733/235041/12236/26992/20479/19708/14056/12545/74996/19684/26951/70127/18854/66991/13649/214498/12578/237877/18817",246
"GO:1901873","GO:1901873","regulation of post-translational protein modification","220/9653","295/28891",8.9642037683651e-48,3.05773708540917e-45,1.01561200588956e-45,"18148/233805/80985/56371/107831/67046/12042/75826/209743/211949/11797/319974/59026/66412/14629/22187/26903/20115/22210/24116/23988/50873/14828/26419/99982/83945/20439/16885/93762/67819/11305/56717/14461/56637/233900/72330/22196/140858/22185/51812/15519/208727/67245/13653/56150/110147/216869/67121/230738/18570/170930/18627/12328/12069/15353/12234/13163/15161/68077/74244/57320/211770/73945/67490/12189/21803/78246/13205/22215/107995/21929/67141/56812/19165/22385/269523/24064/22393/67561/208650/93836/76719/67898/28135/68350/19211/59004/54473/21353/77891/237107/224619/56424/17846/20677/71974/11863/12568/105193/70611/231600/56289/12952/67313/72345/18786/18045/12070/66647/327799/26420/20937/65019/328572/105171/230904/56486/13853/17257/21402/93765/69216/70097/56438/13626/217410/11820/18432/14184/55982/22433/12387/100737/228775/15183/232341/27050/75555/208836/15502/105837/116848/50754/11350/11793/108705/332110/16396/192656/69612/226976/56085/64209/80750/56469/217379/67025/15251/21812/18046/18952/104806/57741/81898/105689/56693/319955/70620/117198/225896/75141/14238/11796/50995/20698/268373/17913/12005/71890/109689/11799/106042/216805/606496/72400/66855/64685/65113/381359/102323/68943/13819/77683/228829/11798/229615/106052/14360/100503670/56459/18754/69237/76273/27401/76863/11624/93759/71816/18230/18854/19164/18049/213539/12578/209200/56200/54354/19697/22258/18817",220
"GO:0010639","GO:0010639","negative regulation of organelle organization","268/9653","387/28891",1.57059758083354e-47,5.08952146069109e-45,1.69045897516031e-45,"14787/18148/83560/67046/59030/21754/12386/76464/67052/51810/100502766/15078/58234/213556/243961/18693/13548/30949/11740/16905/378430/12721/20563/59026/14629/12631/66092/26903/68964/70640/50873/108989/109242/75430/22594/76709/17216/93762/72113/15185/56717/20779/52184/233977/17152/13860/51812/216965/67629/76983/28113/15381/98956/381038/210789/29816/108138/14489/56150/110147/216869/68729/11920/56226/80880/20333/52864/234695/21951/93734/66977/268970/107047/227753/15937/14248/50768/13829/235661/52696/497652/319801/18708/78246/52428/320827/99512/13870/107995/12649/67141/22680/72404/17754/20742/107351/16878/67588/17758/22385/12237/56208/50505/329795/12048/22003/12449/68350/13609/18706/27360/13589/68041/237107/72119/19016/18753/76499/211673/67846/102098/67013/269702/77832/78798/70799/74187/105675/16319/170731/17245/327799/94090/19357/16456/223601/234854/17120/11789/19355/234069/50875/14775/13430/15081/108689/213027/14745/78926/260315/19230/14184/63985/78688/227634/54126/214444/242687/68732/17755/29877/22042/12340/14168/71943/24088/105837/22224/12343/20741/12162/76707/72836/22589/22137/216810/67414/50796/20112/14841/26401/14297/52538/80986/21872/27354/65970/20393/51800/229841/225115/209334/13982/66442/74374/22059/56295/14026/74392/74006/66774/23991/73333/231637/56753/218914/14183/11799/216805/72400/102774/17128/23999/103677/242553/69697/68943/74143/19360/70385/225288/224023/11739/208177/19240/19062/68178/20740/237860/235041/11998/12236/20024/245857/56363/14569/16765/21749/12345/216742/23789/19684/108903/26949/26951/14228/21973/72205/18854/66991/18643/21916/225020/12159/16800/50912/69710/74694/67886/243725/101565/20947/56320/100756/382073/246103/208158/18817",268
"GO:0022411","GO:0022411","cellular component disassembly","305/9653","462/28891",3.99884809026423e-47,1.23412068919059e-44,4.09906984691245e-45,"13368/11845/20408/67890/232227/213556/329015/68094/276770/11740/228421/217207/23829/80877/13482/211323/59026/76055/57028/13191/12631/26903/108124/20586/12034/100504663/77573/50873/109242/66663/68572/194952/17997/76709/13631/19704/14464/65973/21968/15185/106064/56637/192119/13860/12177/210356/216965/67064/83431/13838/11827/381038/52639/69754/54194/14489/209815/23830/18627/68953/53619/16801/78610/234695/74747/18472/74244/14853/212307/17869/56215/227753/77006/54723/67490/11938/14248/75669/14251/13829/72349/319801/18708/56422/20583/78246/14086/320827/99512/15512/19305/22367/76366/17754/320806/20742/67588/17758/20787/93760/22241/225363/269523/108853/56208/72685/22003/20588/15481/68350/12611/66853/18706/29869/56431/235072/27360/67871/68041/18008/72119/13010/76499/94178/226519/15277/67846/106025/225326/320878/78798/12568/74187/63873/77987/73472/68184/11783/170731/12539/286942/74781/67006/65019/13804/319162/102058/11789/100502841/213948/271221/24015/50875/77044/12484/56486/23794/78926/194401/67453/23871/260315/19230/16001/81601/268396/235040/56273/228361/67443/105513/227634/68732/17755/232341/29877/69408/12340/269275/66454/16412/380969/14168/107338/224432/50754/67379/11793/12343/20741/18003/20587/76707/269254/234852/56085/114741/227298/244962/66169/94232/280411/75788/17957/12313/12028/75608/80986/15251/16593/21812/65970/93739/245944/20393/51800/17281/225115/208092/66734/270058/22333/74374/67841/22059/14026/74392/74006/235130/230895/100502698/106583/15194/23991/78428/26921/12795/12260/21809/71742/83797/106042/66371/606496/270086/22388/107771/12632/83796/70218/66993/23999/12660/208194/69697/68943/68942/226419/75452/67727/73420/104015/101612/18195/11739/14063/21767/70381/14232/20740/116733/208691/71648/54712/12305/12683/16765/20479/13423/66840/12345/50850/20404/19684/16337/21973/20615/269514/20401/21916/20356/76561/16800/67886/66270/12578/20947/100756/16865/66615/108079/246103/208158/18817/20833",305
"GO:0072594","GO:0072594","establishment of protein localization to organelle","300/9653","452/28891",4.31955702801864e-47,1.27250223175404e-44,4.22655221162589e-45,"56417/27681/75266/16648/74504/234865/30055/67890/103468/20848/54673/71446/12402/16905/12300/22284/214854/83946/192176/22631/224727/13198/57743/11776/12631/231430/70769/230673/12034/100504663/18141/15525/21454/108989/11865/14652/14828/75387/13207/622675/11909/20472/71844/13605/218210/103737/12465/12177/71983/15519/68818/15516/270096/53869/381038/227720/66821/69754/22687/52838/17713/668173/230738/68729/21752/15510/16211/26356/18709/18633/13557/11781/75669/497652/11632/69089/12953/18708/12189/50721/21803/18015/12468/19305/12461/19386/21929/53333/73078/218441/320938/20473/213990/269113/56330/320727/17113/69917/20787/21855/22378/27058/56208/19014/245474/19259/15481/18128/17714/17999/74043/66384/16480/18753/14545/67669/15277/230908/225326/19055/68653/104831/21856/30056/58801/230500/66541/75751/214585/74203/21849/18761/16646/170731/67437/69276/27057/14180/328572/70297/67713/235442/20661/30058/15239/20844/12462/13853/56274/76582/26416/229801/12469/56273/58231/11426/68512/78688/56428/22433/194309/107305/56535/54377/15568/18969/15183/19335/13488/74718/385493/72993/18035/15502/56794/50754/381686/108705/69923/19069/432486/72836/238799/69482/64209/16647/66169/12575/56322/75788/68051/20660/110862/70572/19384/319757/12028/75608/16536/68115/110750/93757/53421/227738/245944/74257/66233/65098/404634/16543/71805/29810/19325/192193/12492/21854/217337/69019/22059/16846/20191/28084/170770/230895/216853/223696/70160/72170/21937/19349/81905/14634/13663/56462/106042/11774/212999/16650/606496/58869/20813/260302/224824/28185/170762/66661/209018/19058/170829/66069/69821/433693/226407/18634/16783/77938/67952/16452/271564/68943/66810/11640/66449/26413/216190/75734/18769/26914/16649/16154/66525/18767/116733/107939/66887/58194/70790/67145/70478/22771/21749/18760/226432/71175/66306/20963/18854/108672/19164/218544/12159/72129/105782/66148/241639/20335/12578/72825/242274/71735",300
