"seqnames","start","end","width","strand","gene","fold_change","bm3_signal","avg_bg_signal","log2FoldChange","padj","is_higher_than_bg","peak_id","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chr16",4594213,4595213,1001,"+","Glis2",16.6312155958453,1143.71810852051,68.7693633654912,1.199159732,2.33498e-28,TRUE,"peak_4574","Promoter (<=1kb)",16,4594713,4615957,21245,1,"83396","ENSMUST00000014447.12",0,"ENSMUSG00000014303","Glis2","GLIS family zinc finger 2"
"chr8",126593486,126594486,1001,"-","Irf2bp2",8.5514819318129,420.142198547363,49.1309227917989,0.762495742,2.08157e-28,TRUE,"peak_4575","Promoter (<=1kb)",8,126588296,126593986,5691,2,"270110","ENSMUST00000054960.7",0,"ENSMUSG00000051495","Irf2bp2","interferon regulatory factor 2 binding protein 2"
"chr19",45749091,45750091,1001,"-","Npm3",0,0,27.2652228682836,-1.125504548,1.91629e-28,FALSE,"peak_4576","Promoter (<=1kb)",19,45747734,45749591,1858,2,"18150","ENSMUST00000070215.7",0,"ENSMUSG00000056209","Npm3","nucleoplasmin 3"
"chr6",115852970,115853970,1001,"+","Ift122",0,0,90.8682528368632,0.945210561,1.71866e-28,FALSE,"peak_4577","Promoter (<=1kb)",6,115840697,115853371,12675,2,"17193","ENSMUST00000032469.12",0,"ENSMUSG00000030322","Mbd4","methyl-CpG binding domain protein 4"
"chr1",86526226,86527226,1001,"+","Ptma",10.8342490006797,1221.07692700195,112.70526705869,-0.689203857,1.43954e-28,TRUE,"peak_4578","Promoter (<=1kb)",1,86526726,86530712,3987,1,"19231","ENSMUST00000045897.14",0,"ENSMUSG00000026238","Ptma","prothymosin alpha"
"chr5",65435449,65436449,1001,"-","Ugdh",0.683221478298923,63.3547427368164,92.7294365723928,-1.118301581,1.40256e-28,FALSE,"peak_4579","Promoter (<=1kb)",5,65413221,65435949,22729,2,"22235","ENSMUST00000031103.13",0,"ENSMUSG00000029201","Ugdh","UDP-glucose dehydrogenase"
"chr9",64172875,64173875,1001,"+","Rpl4",0,0,47.2599733686447,-0.80369245,1.31235e-28,FALSE,"peak_4580","Promoter (<=1kb)",9,64173375,64178666,5292,1,"67891","ENSMUST00000034966.8",0,"ENSMUSG00000032399","Rpl4","ribosomal protein L4"
"chr6",33248585,33249585,1001,"+","Exoc4",0.948206323061496,55.018592376709,58.0238615147273,0.689316345,1.25428e-28,FALSE,"peak_4581","Promoter (<=1kb)",6,33249085,33973979,724895,1,"20336","ENSMUST00000052266.14",0,"ENSMUSG00000029763","Exoc4","exocyst complex component 4"
"chr4",116221118,116222118,1001,"+","Pik3r3",7.87515088137846,1043.68327844238,132.528670772552,0.667391347,1.11814e-28,TRUE,"peak_4582","Promoter (<=1kb)",4,116221618,116259576,37959,1,"18710","ENSMUST00000147292.7",0,"ENSMUSG00000028698","Pik3r3","phosphoinositide-3-kinase regulatory subunit 3"
"chr10",77605597,77606597,1001,"+","Sumo3",15.9839401232657,750.918523620605,46.9795631008148,-0.74336913,1.053e-28,TRUE,"peak_4583","Promoter (<=1kb)",10,77606097,77618331,12235,1,"20610","ENSMUST00000020501.14",0,"ENSMUSG00000020265","Sumo3","small ubiquitin-like modifier 3"
"chr19",19110696,19111696,1001,"-","Rorb",28.4467000787755,3370.46837988281,118.483633270264,-0.631712342,1.01243e-28,TRUE,"peak_4584","Promoter (<=1kb)",19,18930605,19111196,180592,2,"225998","ENSMUST00000112832.7",0,"ENSMUSG00000036192","Rorb","RAR-related orphan receptor beta"
"chrX",70364584,70365584,1001,"-","Ids",33.0634697951859,483.162864257812,14.6131929664612,0.811001782,8.20382e-29,TRUE,"peak_4585","Promoter (<=1kb)",20,70343069,70365084,22016,2,"15931","ENSMUST00000101509.8",0,"ENSMUSG00000035847","Ids","iduronate 2-sulfatase"
"chr12",51377010,51378010,1001,"+","Scfd1",2.52782690937499,106.70255859375,42.2111807568868,-0.818937809,7.1574e-29,TRUE,"peak_4586","Promoter (<=1kb)",12,51377580,51417215,39636,1,"76983","ENSMUST00000219434.1",0,"ENSMUSG00000020952","Scfd1","Sec1 family domain containing 1"
"chr4",53159395,53160395,1001,"-","Abca1",18.5605492994577,524.343240356445,28.2504160785675,2.799356316,6.95236e-29,TRUE,"peak_4587","Promoter (<=1kb)",4,53030787,53159895,129109,2,"11303","ENSMUST00000030010.3",0,"ENSMUSG00000015243","Abca1","ATP-binding cassette, sub-family A member 1"
"chr9",44233549,44234549,1001,"-","Cbl",7.1434520654144,490.665430175781,68.6874393056234,0.819466988,4.70845e-29,TRUE,"peak_4588","Promoter (<=1kb)",9,44142976,44234049,91074,2,"12402","ENSMUST00000206720.1",0,"ENSMUSG00000034342","Cbl","Casitas B-lineage lymphoma"
"chr10",10557765,10558765,1001,"-","Rab32",0,0,49.0107509342829,1.657676285,4.68676e-29,FALSE,"peak_4589","Promoter (<=1kb)",10,10545002,10558265,13264,2,"67844","ENSMUST00000019974.4",0,"ENSMUSG00000019832","Rab32","RAB32, member RAS oncogene family"
"chr15",90678932,90679932,1001,"-","Cpne8",8.17119716327167,400.802388244629,49.0506323903402,-0.785040807,4.1981e-29,TRUE,"peak_4590","Promoter (<=1kb)",15,90487482,90679371,191890,2,"66871","ENSMUST00000088649.10",0,"ENSMUSG00000052560","Cpne8","copine VIII"
"chr19",40611866,40612866,1001,"+","Entpd1",0.975345501515637,82.6944829101563,84.7848098767599,-1.675049615,4.0125e-29,FALSE,"peak_4591","Promoter (<=1kb)",19,40612366,40614145,1780,1,"12495","ENSMUST00000163023.1",0,"ENSMUSG00000048120","Entpd1","ectonucleoside triphosphate diphosphohydrolase 1"
"chr15",59647850,59648850,1001,"+","Trib1",22.0605374258514,2902.64362060547,131.576287765503,-0.987587249,3.53941e-29,TRUE,"peak_4592","Promoter (<=1kb)",15,59648350,59657099,8750,1,"211770","ENSMUST00000067543.7",0,"ENSMUSG00000032501","Trib1","tribbles pseudokinase 1"
"chr8",125569308,125570308,1001,"-","Sipa1l2",10.5637152469228,771.592502319336,73.0417740618388,0.93963174,3.35599e-29,TRUE,"peak_4593","Promoter (<=1kb)",8,125418074,125569756,151683,2,"244668","ENSMUST00000212168.1",0,"ENSMUSG00000001995","Sipa1l2","signal-induced proliferation-associated 1 like 2"
"chr12",84772652,84773652,1001,"-","Npc2",4.18848890691666,721.576577392578,172.276110413233,-0.860868543,2.0787e-29,TRUE,"peak_4594","Promoter (<=1kb)",12,84754562,84773152,18591,2,"67963","ENSMUST00000021668.9",0,"ENSMUSG00000021242","Npc2","NPC intracellular cholesterol transporter 2"
"chr8",83899605,83900605,1001,"+","Adgrl1",9.86989302112452,911.973357238769,92.3995179367065,1.06561305,1.67369e-29,TRUE,"peak_4595","Promoter (<=1kb)",8,83900105,83941954,41850,1,"330814","ENSMUST00000141158.7",0,"ENSMUSG00000013033","Adgrl1","adhesion G protein-coupled receptor L1"
"chr11",117653789,117654789,1001,"+","Tnrc6c",4.58110151403206,386.796868286133,84.4331580737432,0.928491695,1.66948e-29,TRUE,"peak_4596","Promoter (<=1kb)",11,117654289,117763437,109149,1,"217351","ENSMUST00000026658.12",0,"ENSMUSG00000025571","Tnrc6c","trinucleotide repeat containing 6C"
"chr1",55405421,55406421,1001,"+","Plcl1",8.92795048510734,720.576269989014,80.7101552804311,1.000925864,1.65292e-29,TRUE,"peak_4597","Promoter (<=1kb)",1,55405921,55754285,348365,1,"227120","ENSMUST00000042986.9",0,"ENSMUSG00000038349","Plcl1","phospholipase C-like 1"
"chr17",35379117,35380117,1001,"+","H2-Q4",5.72653389209668,192.398350311279,33.597696955363,2.11391559,1.46228e-29,TRUE,"peak_4598","Promoter (<=1kb)",17,35379617,35384674,5058,1,"15015","ENSMUST00000081435.4",0,"ENSMUSG00000035929","H2-Q4","histocompatibility 2, Q region locus 4"
"chr3",95928746,95929746,1001,"+","Anp32e",1.32038627947253,163.388515930176,123.742967092514,-0.629908636,1.20261e-29,TRUE,"peak_4599","Promoter (<=1kb)",3,95929246,95947390,18145,1,"66471","ENSMUST00000165307.7",0,"ENSMUSG00000015749","Anp32e","acidic nuclear phosphoprotein 32 family member E"
"chr17",56830513,56831513,1001,"-","Rfx2",17.34827440774,1576.8644508667,90.8945993016561,2.255394917,1.08409e-29,TRUE,"peak_4600","Promoter (<=1kb)",17,56775897,56831013,55117,2,"19725","ENSMUST00000086801.6",0,"ENSMUSG00000024206","Rfx2","regulatory factor X, 2 (influences HLA class II expression)"
"chr17",40934547,40935547,1001,"-","Cenpq",14.4283302505841,576.027424072266,39.9233600886663,-0.830904018,9.98536e-30,TRUE,"peak_4601","Promoter (<=1kb)",17,40934685,40961988,27304,1,"17850","ENSMUST00000169611.3",0,"ENSMUSG00000023921","Mmut","methylmalonyl-Coenzyme A mutase"
"chr11",16507984,16508984,1001,"-","Sec61g",11.5332766875049,409.471268676758,35.5034635664622,-1.2847555,7.66402e-30,TRUE,"peak_4602","Promoter (<=1kb)",11,16500530,16508484,7955,2,"20335","ENSMUST00000109643.7",0,"ENSMUSG00000078974","Sec61g","SEC61 translocon subunit gamma"
"chr4",116876876,116877876,1001,"+","Zswim5",20.6238766150418,356.120847229004,17.2674058265686,1.019890342,5.77222e-30,TRUE,"peak_4603","Promoter (<=1kb)",4,116877376,116989264,111889,1,"74464","ENSMUST00000044823.3",0,"ENSMUSG00000033948","Zswim5","zinc finger SWIM-type containing 5"
"chr1",51288626,51289626,1001,"+","Cavin2",28.2610801386172,740.24896887207,26.1932298851013,-1.337227738,5.69305e-30,TRUE,"peak_4604","Promoter (<=1kb)",1,51289126,51302960,13835,1,"20324","ENSMUST00000051572.7",0,"ENSMUSG00000045954","Cavin2","caveolae associated 2"
"chr2",84670270,84671270,1001,"-","Selenoh",0,0,33.4544896125793,-1.191828563,4.77442e-30,FALSE,"peak_4605","Promoter (<=1kb)",2,84669215,84670770,1556,2,"72657","ENSMUST00000117299.8",0,"ENSMUSG00000076437","Selenoh","selenoprotein H"
"chr14",93890179,93891179,1001,"-","Pcdh9",7.06020017951604,876.962023803711,124.212062194506,-0.746321748,3.99301e-30,TRUE,"peak_4606","Promoter (<=1kb)",14,93013410,93890669,877260,2,"211712","ENSMUST00000195826.5",0,"ENSMUSG00000055421","Pcdh9","protocadherin 9"
"chr7",29518141,29519141,1001,"-","Sipa1l3",3.76503334612495,303.435624084473,80.5930774548848,1.007685674,3.99301e-30,TRUE,"peak_4607","Promoter (<=1kb)",7,29400762,29518612,117851,2,"74206","ENSMUST00000181975.7",0,"ENSMUSG00000030583","Sipa1l3","signal-induced proliferation-associated 1 like 3"
"chr7",100706135,100707135,1001,"+","Fam168a",9.98110931227792,1467.1605317688,146.99373445034,0.851998077,3.04422e-30,TRUE,"peak_4608","Promoter (<=1kb)",7,100706635,100841381,134747,1,"319604","ENSMUST00000107042.8",0,"ENSMUSG00000029461","Fam168a","family with sequence similarity 168, member A"
"chr10",69352438,69353438,1001,"-","Cdk1",5.94533611040376,433.479787902832,72.9108968531291,-0.763402391,2.21396e-30,TRUE,"peak_4609","Promoter (<=1kb)",10,69335146,69352938,17793,2,"12534","ENSMUST00000020099.12",0,"ENSMUSG00000019942","Cdk1","cyclin dependent kinase 1"
"chr7",127260209,127261209,1001,"-","Dctpp1",2.00398865197067,250.417801177979,124.959690231641,-1.091533748,2.01846e-30,TRUE,"peak_4610","Promoter (<=1kb)",7,127256959,127260709,3751,2,"66422","ENSMUST00000035276.4",0,"ENSMUSG00000042462","Dctpp1","dCTP pyrophosphatase 1"
"chr18",44661165,44662165,1001,"+","A930012L18Rik",11.9170232664562,620.208885498047,52.043943494161,2.008795152,1.85618e-30,TRUE,"peak_4611","Promoter (<=1kb)",18,44661665,44676271,14607,1,"626275","ENSMUST00000181094.1",0,"ENSMUSG00000097610","A930012L18Rik","RIKEN cDNA A930012L18 gene"
"chr10",58322966,58323966,1001,"+","Lims1",11.6937664727011,2150.72295532227,183.920463979085,-0.619938303,1.78377e-30,TRUE,"peak_4612","Promoter (<=1kb)",10,58323466,58424691,101226,1,"110829","ENSMUST00000020078.13",0,"ENSMUSG00000019920","Lims1","LIM and senescent cell antigen-like domains 1"
"chr2",72475659,72476659,1001,"+","Cdca7",14.0855187222834,584.531664489746,41.4987673521042,-0.85413816,1.77339e-30,TRUE,"peak_4613","Promoter (<=1kb)",2,72476159,72486893,10735,1,"66953","ENSMUST00000102691.10",0,"ENSMUSG00000055612","Cdca7","cell division cycle associated 7"
"chr5",8996824,8997824,1001,"-","Crot",10.954221807982,902.970441650391,82.4312723878225,-0.874282163,1.73143e-30,TRUE,"peak_4614","Promoter (<=1kb)",5,8966033,8997324,31292,2,"74114","ENSMUST00000003720.4",0,"ENSMUSG00000003623","Crot","carnitine O-octanoyltransferase"
"chr2",25371821,25372821,1001,"+","Sapcd2",11.6052554156469,469.158071228027,40.4263460324605,-1.597310929,1.47418e-30,TRUE,"peak_4615","Promoter (<=1kb)",2,25372321,25378213,5893,1,"72080","ENSMUST00000028329.12",0,"ENSMUSG00000026955","Sapcd2","suppressor APC domain containing 2"
"chr14",12822579,12823579,1001,"-","Cadps",13.9006984921166,252.084425537109,18.1346588935852,3.261066195,1.19749e-30,TRUE,"peak_4616","Promoter (<=1kb)",14,12372563,12823053,450491,2,"27062","ENSMUST00000224882.1",0,"ENSMUSG00000054423","Cadps","Ca2+-dependent secretion activator"
"chr1",74587746,74588746,1001,"-","Zfp142",2.32314843230966,282.761780273438,121.714900494893,0.911148499,1.13327e-30,TRUE,"peak_4617","Promoter (<=1kb)",1,74588289,74592124,3836,1,"66821","ENSMUST00000113733.9",0,"ENSMUSG00000026172","Bcs1l","BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone"
"chr4",41274644,41275644,1001,"-","Ubap2",9.32096204455036,588.197975036621,63.1048567975362,0.840348705,1.07366e-30,TRUE,"peak_4618","Promoter (<=1kb)",4,41194313,41275144,80832,2,"68926","ENSMUST00000108068.7",0,"ENSMUSG00000028433","Ubap2","ubiquitin-associated protein 2"
"chr14",118924960,118925960,1001,"-","Dzip1",8.48959381408237,726.912231445312,85.6239117399851,1.176095255,9.58714e-31,TRUE,"peak_4619","Promoter (<=1kb)",14,118876258,118925387,49130,2,"66573","ENSMUST00000004055.9",0,"ENSMUSG00000042156","Dzip1","DAZ interacting protein 1"
"chr5",144767232,144768232,1001,"+","Trrap",0,0,30.1023867467244,0.845304989,8.82793e-31,FALSE,"peak_4620","Promoter (<=1kb)",5,144768092,144787907,19816,1,"100683","ENSMUST00000136379.1",0,"ENSMUSG00000045482","Trrap","transformation/transcription domain-associated protein"
"chr11",97702899,97703899,1001,"+","Psmb3",10.3654696168809,952.320905029297,91.8743617248535,-0.854549601,7.72283e-31,TRUE,"peak_4621","Promoter (<=1kb)",11,97703399,97713500,10102,1,"26446","ENSMUST00000103147.4",0,"ENSMUSG00000069744","Psmb3","proteasome (prosome, macropain) subunit, beta type 3"
"chr2",153160803,153161803,1001,"+","Tm9sf4",0,0,50.6202720457713,0.992591565,6.75958e-31,FALSE,"peak_4622","Promoter (<=1kb)",2,153161303,153204862,43560,1,"99237","ENSMUST00000137446.7",0,"ENSMUSG00000068040","Tm9sf4","transmembrane 9 superfamily member 4"
"chr13",41015792,41016792,1001,"+","Tmem14c",1.39315760798367,126.042593444824,90.4726017519633,-0.984477092,6.17189e-31,TRUE,"peak_4623","Promoter (<=1kb)",13,41016292,41022586,6295,1,"66154","ENSMUST00000021790.6",0,"ENSMUSG00000021361","Tmem14c","transmembrane protein 14C"
"chr12",65073507,65074507,1001,"-","Fkbp3",8.62344872535507,967.658609985352,112.212484912237,-0.991144534,4.30624e-31,TRUE,"peak_4624","Promoter (<=1kb)",12,65062424,65073962,11539,2,"30795","ENSMUST00000221166.1",0,"ENSMUSG00000020949","Fkbp3","FK506 binding protein 3"
"chr5",108132120,108133120,1001,"-","Tmed5",6.06635697426754,653.552253417969,107.733893041611,-0.718582805,3.75229e-31,TRUE,"peak_4625","Promoter (<=1kb)",5,108106366,108132565,26200,2,"73130","ENSMUST00000118036.7",0,"ENSMUSG00000063406","Tmed5","transmembrane p24 trafficking protein 5"
"chr13",94788410,94789410,1001,"+","Tbca",22.8155813869594,705.23896484375,30.9104095522563,-1.071157319,3.30985e-31,TRUE,"peak_4626","Promoter (<=1kb)",13,94788910,94842922,54013,1,"21371","ENSMUST00000046644.6",0,"ENSMUSG00000042043","Tbca","tubulin cofactor A"
"chr6",22875002,22876002,1001,"+","Ptprz1",6.46698238747138,462.157092407227,71.4641025314331,0.730673068,3.06643e-31,TRUE,"peak_4627","Promoter (<=1kb)",6,22875502,23052916,177415,1,"19283","ENSMUST00000090568.6",0,"ENSMUSG00000068748","Ptprz1","protein tyrosine phosphatase receptor type Z, polypeptide 1"
"chr2",31141508,31142508,1001,"-","Fnbp1",18.0876558407903,746.251811584473,41.257519390742,0.742551076,2.81459e-31,TRUE,"peak_4628","Promoter (<=1kb)",2,31026206,31141802,115597,2,"14269","ENSMUST00000073879.11",0,"ENSMUSG00000075415","Fnbp1","formin binding protein 1"
"chr15",77841675,77842675,1001,"-","Myh9",5.08135823780508,1165.39188522339,229.346531120936,0.968962983,2.63081e-31,TRUE,"peak_4629","Promoter (<=1kb)",15,77760587,77842175,81589,2,"17886","ENSMUST00000016771.12",0,"ENSMUSG00000022443","Myh9","myosin, heavy polypeptide 9, non-muscle"
"chr15",79030374,79031374,1001,"+","Gcat",4.89048745737158,386.797655639648,79.0918408463796,-1.366414004,2.47565e-31,TRUE,"peak_4630","Promoter (<=1kb)",15,79030874,79038353,7480,1,"26912","ENSMUST00000006544.8",0,"ENSMUSG00000006378","Gcat","glycine C-acetyltransferase (2-amino-3-ketobutyrate-coenzyme A ligase)"
"chr15",79030401,79031401,1001,"+","Gcat",4.93235039666977,386.797655639648,78.4205550158819,-1.366414004,2.47565e-31,TRUE,"peak_4631","Promoter (<=1kb)",15,79030874,79038353,7480,1,"26912","ENSMUST00000006544.8",0,"ENSMUSG00000006378","Gcat","glycine C-acetyltransferase (2-amino-3-ketobutyrate-coenzyme A ligase)"
"chr11",40733167,40734167,1001,"+","Nudcd2",11.3151026815812,645.8834168396,57.0815338592529,-0.817012569,2.40308e-31,TRUE,"peak_4632","Promoter (<=1kb)",11,40701395,40733422,32028,2,"15366","ENSMUST00000020579.8",0,"ENSMUSG00000020330","Hmmr","hyaluronan mediated motility receptor (RHAMM)"
"chr3",89417883,89418883,1001,"-","Cks1b",12.2504335269307,1220.74431982422,99.6490709606806,-1.00483928,2.01521e-31,TRUE,"peak_4633","Promoter (<=1kb)",3,89418443,89430015,11573,1,"20416","ENSMUST00000039110.11",0,"ENSMUSG00000042626","Shc1","src homology 2 domain-containing transforming protein C1"
"chr8",54077106,54078106,1001,"+","Vegfc",7.34534614304517,208.070163574219,28.32680169487,1.604239172,1.17547e-31,TRUE,"peak_4634","Promoter (<=1kb)",8,54077606,54187096,109491,1,"22341","ENSMUST00000033919.5",0,"ENSMUSG00000031520","Vegfc","vascular endothelial growth factor C"
"chr11",17257079,17258079,1001,"+","C1d",9.95213833385495,372.792064086914,37.458488978068,-1.172899249,9.82145e-32,TRUE,"peak_4635","Promoter (<=1kb)",11,17257579,17262910,5332,1,"57316","ENSMUST00000131227.1",0,"ENSMUSG00000000581","C1d","C1D nuclear receptor co-repressor"
"chr9",103229944,103230944,1001,"-","Trf",19.2483787811627,1246.41966418457,64.7545270360311,1.645438849,8.75402e-32,TRUE,"peak_4636","Promoter (<=1kb)",9,103204001,103230273,26273,2,"22041","ENSMUST00000112645.7",0,"ENSMUSG00000032554","Trf","transferrin"
"chr19",60755487,60756487,1001,"+","Nanos1",1.59335357720655,96.6993441772461,60.6891938867569,1.045978497,7.00417e-32,TRUE,"peak_4637","Promoter (<=1kb)",19,60755987,60759914,3928,1,"332397","ENSMUST00000088237.5",0,"ENSMUSG00000072437","Nanos1","nanos C2HC-type zinc finger 1"
"chr5",129786949,129787949,1001,"-","Psph",12.4875122312437,1169.22786651611,93.6317694721222,-1.176978585,6.17127e-32,TRUE,"peak_4638","Promoter (<=1kb)",5,129765558,129787449,21892,2,"100678","ENSMUST00000031399.12",0,"ENSMUSG00000029446","Psph","phosphoserine phosphatase"
"chr2",109280238,109281238,1001,"+","Kif18a",32.7174705406674,1109.70634765625,33.9178527348836,-0.911860586,5.44108e-32,TRUE,"peak_4639","Promoter (<=1kb)",2,109280738,109341747,61010,1,"228421","ENSMUST00000028527.7",0,"ENSMUSG00000027115","Kif18a","kinesin family member 18A"
"chr7",126884203,126885203,1001,"-","Taok2",11.5342594134251,744.584417633057,64.5541591310501,1.008982011,5.31011e-32,TRUE,"peak_4640","Promoter (<=1kb)",7,126865678,126884703,19026,2,"381921","ENSMUST00000071268.10",0,"ENSMUSG00000059981","Taok2","TAO kinase 2"
"chr2",52037509,52038509,1001,"+","Tnfaip6",0,0,17.1029970715841,-1.503521221,4.78807e-32,FALSE,"peak_4641","Promoter (<=1kb)",2,52038009,52056686,18678,1,"21930","ENSMUST00000065927.5",0,"ENSMUSG00000053475","Tnfaip6","tumor necrosis factor alpha induced protein 6"
"chr7",30094277,30095277,1001,"+","Zfp260",10.4816756133003,846.952084960938,80.8031192919413,-0.789528933,3.98439e-32,TRUE,"peak_4642","Promoter (<=1kb)",7,30094777,30104291,9515,1,"26466","ENSMUST00000123095.7",0,"ENSMUSG00000049421","Zfp260","zinc finger protein 260"
"chr4",129623447,129624447,1001,"-","Ccdc28b",6.92405892720123,523.510428161621,75.6074484151204,-1.300265946,2.87007e-32,TRUE,"peak_4643","Promoter (<=1kb)",4,129619274,129623947,4674,2,"66264","ENSMUST00000030586.14",0,"ENSMUSG00000028795","Ccdc28b","coiled coil domain containing 28B"
"chr11",69837284,69838284,1001,"-","Nlgn2",8.87466070607784,1395.13558947754,157.204386250178,1.023985689,2.79642e-32,TRUE,"peak_4644","Promoter (<=1kb)",11,69823122,69837784,14663,2,"216856","ENSMUST00000108634.8",0,"ENSMUSG00000051790","Nlgn2","neuroligin 2"
"chr12",75307822,75308822,1001,"+","Rhoj",19.9126669289572,1393.8022590332,69.9957601865133,-0.957198926,2.74674e-32,TRUE,"peak_4645","Promoter (<=1kb)",12,75308322,75395817,87496,1,"80837","ENSMUST00000118602.7",0,"ENSMUSG00000046768","Rhoj","ras homolog family member J"
"chr19",46152009,46153009,1001,"+","Gbf1",2.23776653432205,340.115211181641,151.98869317468,0.890769063,2.62551e-32,TRUE,"peak_4646","Promoter (<=1kb)",19,46152509,46286510,134002,1,"107338","ENSMUST00000026254.13",0,"ENSMUSG00000025224","Gbf1","golgi-specific brefeldin A-resistance factor 1"
"chr15",98220556,98221556,1001,"-","Olfr287",11.1782646861293,642.884493774414,57.5120120900472,1.665642299,1.51924e-32,TRUE,"peak_4647","Promoter (<=1kb)",15,98186017,98220977,34961,2,"545140","ENSMUST00000142443.7",0,"ENSMUSG00000075427","Or10ad1c","olfactory receptor family 10 subfamily AD member 1C"
"chr14",67008377,67009377,1001,"-","Bnip3l",9.98675348597449,792.267074951172,79.331794467926,-0.87052462,1.22795e-32,TRUE,"peak_4648","Promoter (<=1kb)",14,66985239,67008856,23618,2,"12177","ENSMUST00000111115.7",0,"ENSMUSG00000022051","Bnip3l","BCL2/adenovirus E1B interacting protein 3-like"
"chr6",92705655,92706655,1001,"-","Prickle2",4.53974594071399,211.738219146729,46.6409842999776,1.297223478,1.11389e-32,TRUE,"peak_4649","Promoter (<=1kb)",6,92370908,92706155,335248,2,"243548","ENSMUST00000032093.11",0,"ENSMUSG00000030020","Prickle2","prickle planar cell polarity protein 2"
"chr11",114795445,114796445,1001,"-","Btbd17",11.3928934467557,2262.42890289307,198.582468401591,1.258799255,1.05131e-32,TRUE,"peak_4650","Promoter (<=1kb)",11,114791217,114795873,4657,2,"72014","ENSMUST00000156053.7",0,"ENSMUSG00000000202","Btbd17","BTB domain containing 17"
"chr6",120038172,120039172,1001,"-","Wnk1",6.54243397255737,523.510616149902,80.0177148666382,0.800591615,1.03558e-32,TRUE,"peak_4651","Promoter (<=1kb)",6,119923969,120038672,114704,2,"232341","ENSMUST00000060043.12",0,"ENSMUSG00000045962","Wnk1","WNK lysine deficient protein kinase 1"
"chr11",20332213,20333213,1001,"-","Slc1a4",13.2454760847016,3245.0925090332,244.996290679296,1.019275536,7.78994e-33,TRUE,"peak_4652","Promoter (<=1kb)",11,20302180,20332713,30534,2,"55963","ENSMUST00000109594.7",0,"ENSMUSG00000020142","Slc1a4","solute carrier family 1 (glutamate/neutral amino acid transporter), member 4"
"chr6",66534890,66535890,1001,"+","Mad2l1",5.44276653433619,560.189196472168,102.923613007863,-0.819719991,7.0803e-33,TRUE,"peak_4653","Promoter (<=1kb)",6,66535390,66547220,11831,1,"56150","ENSMUST00000116605.7",0,"ENSMUSG00000029910","Mad2l1","MAD2 mitotic arrest deficient-like 1"
"chr11",78322468,78323468,1001,"+","Aldoc",7.73283575180095,916.975021362305,118.581986064911,-0.863293904,6.81917e-33,TRUE,"peak_4654","Promoter (<=1kb)",11,78322968,78327781,4814,1,"11676","ENSMUST00000017534.14",0,"ENSMUSG00000017390","Aldoc","aldolase C, fructose-bisphosphate"
"chr9",107231409,107232409,1001,"-","Dock3",4.51347491784847,52.6843883056641,11.6726888405482,1.155112677,6.55861e-33,TRUE,"peak_4655","Promoter (<=1kb)",9,106892825,107231909,339085,2,"208869","ENSMUST00000044532.10",0,"ENSMUSG00000039716","Dock3","dedicator of cyto-kinesis 3"
"chr12",70347114,70348114,1001,"-","Trim9",0.682573976397798,66.6892028808594,97.702527765274,0.940683661,6.03257e-33,FALSE,"peak_4656","Promoter (<=1kb)",12,70244533,70347350,102818,2,"94090","ENSMUST00000110522.9",0,"ENSMUSG00000021071","Trim9","tripartite motif-containing 9"
"chr2",23155869,23156869,1001,"+","Yme1l1",9.49579928143901,463.490832824707,48.8100916086833,-0.708177834,5.83393e-33,TRUE,"peak_4657","Promoter (<=1kb)",2,23156369,23199260,42892,1,"27377","ENSMUST00000028117.3",0,"ENSMUSG00000026775","Yme1l1","YME1-like 1 (S. cerevisiae)"
"chr5",45669419,45670419,1001,"+","Ncapg",8.8228425528638,594.200561645508,67.3479729560216,-0.782254487,4.7755e-33,TRUE,"peak_4658","Promoter (<=1kb)",5,45669919,45700546,30628,1,"54392","ENSMUST00000117396.2",0,"ENSMUSG00000015880","Ncapg","non-SMC condensin I complex, subunit G"
"chr3",69004238,69005238,1001,"+","Smc4",8.40356329092688,591.866797180176,70.4304563064575,-0.651481755,3.14236e-33,TRUE,"peak_4659","Promoter (<=1kb)",3,68892499,69004543,112045,2,"68259","ENSMUST00000107812.7",0,"ENSMUSG00000027778","Ift80","intraflagellar transport 80"
"chr6",8258673,8259673,1001,"-","Rpa3",4.19432193498258,263.421900939941,62.8044067726135,-1.482500876,2.42259e-33,TRUE,"peak_4660","Promoter (<=1kb)",6,8259288,8459470,200183,1,"100036521","ENSMUST00000159335.7",0,"ENSMUSG00000089862","Umad1","UMAP1-MVP12 associated (UMA) domain containing 1"
"chr11",69671923,69672923,1001,"-","Eif4a1",4.4001562495222,353.45292388916,80.3273574495316,-0.749969917,1.48803e-33,TRUE,"peak_4661","Promoter (<=1kb)",11,69666936,69672317,5382,2,"13681","ENSMUST00000128519.7",0,"ENSMUSG00000059796","Eif4a1","eukaryotic translation initiation factor 4A1"
"chr14",52103528,52104528,1001,"-","Hnrnpc",7.71371051444454,1358.45747943115,176.109471166611,-0.792420372,1.36591e-33,TRUE,"peak_4662","Promoter (<=1kb)",14,52073377,52104028,30652,2,"15381","ENSMUST00000111610.11",0,"ENSMUSG00000060373","Hnrnpc","heterogeneous nuclear ribonucleoprotein C"
