"gene","chromosome","tss","strand","log2FoldChange","padj","bm3_signal","avg_bg_signal","fold_change","is_higher_than_bg"
"Xrcc5","chr1",72307427,"+",-0.827833203,1.51924e-15,925.478436035156,61.3497308565776,15.0852892606607,TRUE
"Ppp1cb","chr5",32458843,"+",-0.507968468,1.48098e-15,56.6858224487305,78.839045120875,0.719006963641182,FALSE
"Arhgef4","chr1",34678188,"+",0.53277719,1.34909e-15,918.97695715332,46.6170841674805,19.7133084053847,TRUE
"Arhgef4","chr1",34801794,"+",0.53277719,1.34909e-15,150.050478210449,14.6756540247599,10.2244491425931,TRUE
"Map2k6","chr11",110399122,"+",-0.980383286,1.34462e-15,918.974789794922,52.3834908485413,17.543213995646,TRUE
"Adm","chr7",110627661,"+",0.763115436,1.18418e-15,25.8420344238281,41.4598024304708,0.62330336636712,FALSE
"Psmd4","chr3",95042614,"-",-0.635407136,1.01239e-15,150.717364013672,53.9658057435354,2.79283079233421,TRUE
"Glrx","chr13",75839868,"+",-0.763527513,9.64917e-16,853.620621337891,48.175124531428,17.7191160301208,TRUE
"Pcsk5","chr19",17837632,"-",-0.955519803,9.20524e-16,807.604521240234,53.715941561381,15.0347270803657,TRUE
"Grhpr","chr4",44981395,"+",-1.116701643,9.16448e-16,724.410718688965,41.6088094981511,17.410032332724,TRUE
"Ndufa2","chr18",36744557,"-",-0.995928859,8.6527e-16,93.3648840332031,53.7243656050364,1.73784991189269,TRUE
"Stip1","chr19",7039967,"-",-0.467105598,8.05441e-16,1176.3957857666,285.849047790527,4.1154441298985,TRUE
"Gtpbp4","chr13",8996083,"-",-0.514591092,8.05441e-16,603.53700378418,69.9412428506215,8.62920044290886,TRUE
"Gas2l3","chr10",89443967,"-",-0.555468559,8.03441e-16,356.787651977539,43.528437274615,8.19665658398473,TRUE
"Gid4","chr11",60417145,"+",0.612423609,7.92414e-16,485.16356338501,72.0701315927505,6.73182569065563,TRUE
"Rnft1","chr11",86484657,"+",-0.640772362,6.72859e-16,1425.14627709961,132.866985888799,10.7261127929278,TRUE
"Sarm1","chr11",78497754,"-",1.163679757,6.71077e-16,251.41792755127,79.1966084035238,3.1746047289076,TRUE
"Dst","chr1",33908225,"+",0.640715604,6.50788e-16,391.798657989502,25.5289719629288,15.3472164315289,TRUE
"Zfp518a","chr19",40894705,"+",-0.604668354,5.41069e-16,1.66723007202148,32.0108578221003,0.0520832675365053,FALSE
"Tent4a","chr13",69534617,"-",0.706128148,5.17323e-16,2351.12474731445,21.6316476221085,108.689120144113,TRUE
"Ciao2a","chr9",66126611,"+",-0.61872832,5.14669e-16,1072.02775793457,60.3486093680064,17.7639181608533,TRUE
"Osgep","chr14",50924893,"-",-0.744843292,5.11321e-16,486.830764160156,32.9967436237335,14.7539032854743,TRUE
"Jkamp","chr12",72085589,"+",-0.566246082,4.86364e-16,1809.60946954346,145.093143974622,12.4720536061991,TRUE
"Rassf2","chr2",132030258,"-",0.584090324,4.79119e-16,1219.07823834229,219.010129322688,5.56630984198044,TRUE
"Dcaf7","chr11",106036872,"+",0.550610466,4.73702e-16,908.973883178711,82.894119691213,10.965480863597,TRUE
"Kcnip3","chr2",127522094,"-",-0.631969782,3.86352e-16,1955.32280615234,135.981993229548,14.3792774301492,TRUE
"Micall1","chr15",79108898,"+",1.040857003,3.79727e-16,1148.38674945068,42.265678923289,27.1706684644762,TRUE
"Set","chr2",30057378,"+",-0.444603631,3.77798e-16,568.193135253906,23.6423811734517,24.0328218670265,TRUE
"4930402H24Rik","chr2",130906406,"-",0.795562193,3.68776e-16,0,66.5741377302806,0,FALSE
"Herpud2","chr9",25151820,"-",0.628966982,3.24924e-16,1115.3768939209,86.8743703715007,12.8389637720678,TRUE
"Uqcrq","chr11",53430831,"-",-0.702117709,3.22185e-16,494.166983459473,69.2095681390762,7.14015412531468,TRUE
"Dtymk","chr1",93801934,"-",-0.700862513,3.21481e-16,233.411846923828,52.0278125712077,4.4862898397731,TRUE
"Rnf2","chr1",151500955,"-",-0.523298141,2.93698e-16,300.101195068359,68.5393332513173,4.37852515967671,TRUE
"Slc12a4","chr8",105966097,"-",0.813128282,2.85966e-16,23.6746903686523,46.3744175875982,0.510511864088265,FALSE
"Prmt1","chr7",44986568,"-",-0.483596238,2.85691e-16,1772.93117797852,231.402649616877,7.66167189923658,TRUE
"Chchd3","chr6",33060260,"-",-0.563326679,2.77707e-16,540.183091430664,56.38756635348,9.57982630504723,TRUE
"Ap3s1","chr18",46741876,"+",-0.595488529,2.75818e-16,503.170114929199,62.4757084541321,8.0538520871454,TRUE
"Sdc4","chr2",164443887,"-",0.631842402,2.73142e-16,22.0074027099609,20.9692377656301,1.04950895001212,FALSE
"Zswim6","chr13",107890064,"-",-0.56186817,2.41715e-16,1107.70538873291,156.048282908122,7.09847854836766,TRUE
"Rsrc2","chr5",123749414,"-",-0.549450653,2.33787e-16,510.171013183594,89.3229028352102,5.71153642559957,TRUE
"Ogdh","chr11",6291633,"+",0.589767858,2.27799e-16,1002.67014108276,90.8600308176676,11.0353268875163,TRUE
"Foxo1","chr3",52268336,"+",0.976737687,1.95535e-16,783.597737121582,52.8082189038595,14.8385564479682,TRUE
"Larp7","chr3",127553349,"-",-0.653181877,1.89898e-16,170.724347961426,64.3956639175415,2.65117769699584,TRUE
"Osbpl8","chr10",111164752,"+",-0.499971278,1.79834e-16,722.24403704834,64.7745400174459,11.1501222062529,TRUE
"Ddx47","chr6",135011612,"+",-0.640896841,1.79787e-16,501.835825195313,43.7332632242839,11.4749229350134,TRUE
"Ufsp2","chr8",45975528,"+",-0.847598993,1.76225e-16,60.0202825927734,90.4644603258769,0.663468088756231,FALSE
"Ak6","chr13",100650979,"+",-0.90007891,1.7363e-16,673.393348022461,30.0253721113205,22.4274771858221,TRUE
"Slc38a1","chr15",96642913,"-",-0.506964937,1.68996e-16,594.53452355957,44.8192063919703,13.2651729341215,TRUE
"Mdc1","chr17",35841515,"+",0.550862615,1.54204e-16,717.742642211914,116.147192891439,6.17959525619167,TRUE
"Pgm3","chr9",86571842,"-",-0.920561584,1.44937e-16,400.134139099121,58.3603117090861,6.85627145197075,TRUE
"Akap13","chr7",75455534,"+",0.528972315,1.42641e-16,570.193129272461,46.6933533407847,12.2114409969871,TRUE
"Pdxk","chr10",78464975,"-",0.85521422,1.41528e-16,343.44910949707,63.9013530826569,5.37467663717256,TRUE
"Bcar3","chr3",122294136,"+",-1.537973258,1.38244e-16,1052.6900144043,48.9988162326813,21.4839887030204,TRUE
"Pcdhga1","chr18",37661793,"+",1.314787247,1.38056e-16,442.148727172852,7.96547451337178,55.508146618335,TRUE
"Zfp386","chr12",116047724,"+",-0.650957753,1.33705e-16,80.0270434570313,77.9790008945465,1.0262640267122,FALSE
"Srrm1","chr4",135353321,"-",0.620688766,1.27253e-16,1181.39748336792,53.287610285759,22.1702094920861,TRUE
"Apaf1","chr10",91082770,"-",0.658072017,1.25278e-16,320.107748413086,93.4757220395406,3.42450147940745,TRUE
"Cdon","chr9",35421128,"+",0.556523555,1.19587e-16,810.939196838379,48.9808253714244,16.5562583049383,TRUE
"Nup98","chr7",102210176,"-",0.507523713,1.17668e-16,2066.02977197266,96.3463267618815,21.4437834986571,TRUE
"Usp1","chr4",98923810,"+",-0.470843574,1.16307e-16,1180.39805053711,107.171600672404,11.0140936883576,TRUE
"Ptges3","chr10",128058954,"+",-0.495689421,1.14639e-16,772.928501037598,30.5690021018982,25.2847148382905,TRUE
"Vps13a","chr19",16780933,"-",-0.544653508,1.06669e-16,717.57498815918,50.5758258590698,14.1881022399656,TRUE
"Cbx3","chr6",51470360,"+",-0.698227512,1.03373e-16,1942.32015563965,80.1926302464803,24.220681497411,TRUE
"Phb","chr11",95666957,"+",-0.589870858,1.01987e-16,463.489893493652,54.2667654078801,8.54095301258454,TRUE
"Rap2a","chr14",120478444,"+",0.556464736,1.01713e-16,866.958103393555,66.5350121148427,13.030103637723,TRUE
"Sccpdh","chr1",179668210,"+",-0.67878707,1.00908e-16,371.792947998047,33.2685110441844,11.1755211257956,TRUE
"Uqcrh","chr4",116075071,"-",-0.828307559,9.70427e-17,475.160643371582,105.716535417875,4.49466719178201,TRUE
"Hpf1","chr8",60890418,"+",-0.733385533,9.52315e-17,541.516015869141,39.8331881313324,13.5945938869801,TRUE
"Sorcs2","chr5",36398139,"-",1.733510708,8.79367e-17,0,28.2415556507111,0,FALSE
"Dgki","chr6",37300184,"-",0.78872457,8.50402e-17,350.784661376953,30.0054709498088,11.6906900732778,TRUE
"Pwp1","chr10",85829494,"+",-0.647894196,7.76672e-17,340.114405517578,28.4700633182526,11.9463873935091,TRUE
"Mphosph6","chr8",117801943,"-",-0.981971981,7.64379e-17,1122.04351000977,124.400015376409,9.01964124855365,TRUE
"Lpp","chr16",24393507,"+",0.604481161,7.55007e-17,219.740981628418,36.8924625101089,5.95625682531239,TRUE
"Rnmt","chr18",68300355,"+",-0.63328404,7.42894e-17,90.0304238891602,101.323392181396,0.888545299865022,FALSE
"Gtpbp10","chr5",5559538,"-",-0.675910146,7.12054e-17,547.518053344727,31.2863036149343,17.5002473952651,TRUE
"Peg3","chr7",6730431,"-",0.497877458,6.43994e-17,403.802666900635,20.9087778126399,19.312590650637,TRUE
"Soga3","chr10",29143839,"+",0.891204794,6.02769e-17,240.080756835938,47.0203273178736,5.10589293036837,TRUE
"Tmem38a","chr8",72572055,"+",0.894485727,5.76413e-17,236.746452331543,40.7411853218079,5.81098587244141,TRUE
"Setd5","chr6",113077365,"+",0.522841379,5.63494e-17,2650.89275848389,55.3670647017161,47.8785135669604,TRUE
"Cebpa","chr7",35119293,"+",1.588334,5.62735e-17,380.462538879395,27.603852344195,13.7829508046693,TRUE
"2610035D17Rik","chr11",113201838,"-",-2.107136438,5.54802e-17,0,63.8881631743113,0,FALSE
"Nkain3","chr4",20778866,"-",0.616125224,4.77542e-17,941.650596618652,45.4248078384399,20.7298751811515,TRUE
"Wiz","chr17",32389439,"-",0.842343647,4.42586e-17,99.0336626586914,32.4487046855291,3.05200665537989,TRUE
"Phtf2","chr5",20882124,"-",-0.623290058,4.20804e-17,1497.83776611328,155.318935950597,9.64362623878459,TRUE
"Arf1","chr11",59228270,"-",-0.480436646,4.18331e-17,286.763126220703,36.0873388671875,7.94636388335753,TRUE
"Papss1","chr3",131564768,"+",-0.584794639,4.08149e-17,1067.02649017334,138.955452037175,7.67891057551216,TRUE
"Mfap3l","chr8",60632827,"+",0.689358919,3.89646e-17,1288.10034255981,88.439794383049,14.5647143522385,TRUE
"Cenpc1","chr5",86065583,"-",-0.568581211,3.76005e-17,343.448876037598,137.73248065122,2.49359391781605,TRUE
"Pde4b","chr4",102087543,"+",-0.610489005,3.55397e-17,78.6931421508789,17.2594282875061,4.55942924875698,TRUE
"Rpl7l1","chr17",46782672,"-",-0.578164062,3.53172e-17,29.3431606445312,40.5379917519887,0.723843470689239,FALSE
"Pop5","chr5",115235836,"+",-1.204368937,3.53172e-17,516.175453857422,17.2709785442352,29.886867876963,TRUE
"Dazap2","chr15",100615349,"+",-0.520917969,3.51922e-17,2284.76918713379,160.192292743047,14.2626661246345,TRUE
"Hmgn5","chrX",109013404,"-",-0.771174575,3.39115e-17,205.402744873047,51.9617203191121,3.95296275049418,TRUE
"Suv39h2","chr2",3475031,"-",-0.875549466,3.18895e-17,260.087486572266,38.3189233350754,6.78744244189642,TRUE
"Nop16","chr13",54590090,"-",-0.859164221,3.16686e-17,493.500568237305,93.2315836779276,5.29327668552883,TRUE
"Cab39l","chr14",59440972,"+",-0.652025106,2.97772e-17,855.621463623047,69.8456098060608,12.2501824523952,TRUE
"Matr3","chr18",35562138,"+",-0.50197467,2.86078e-17,171.39155291748,56.530817354838,3.03182513427452,TRUE
"Trim16","chr11",62820231,"+",0.771343199,2.79828e-17,354.119116333008,64.4345463752747,5.49579590846461,TRUE
"Snx1","chr9",66126587,"-",-0.580673315,2.58076e-17,1032.01423840332,59.7338773428599,17.2768667347639,TRUE
"4632427E13Rik","chr7",92741468,"-",-0.559784583,2.49238e-17,1745.25386401367,111.888481039683,15.5981549467518,TRUE
"Prpf40a","chr2",53191702,"-",-0.47034273,2.41976e-17,60.0202825927734,98.3897653452555,0.610025670679859,FALSE
"Asph","chr4",9669344,"-",-0.533817862,2.35304e-17,660.222939208984,122.642340642293,5.38331978785886,TRUE
"Eif2s1","chr12",78861819,"+",-0.582249168,2.15498e-17,781.263420166016,105.015612634341,7.4394978095908,TRUE
"Cpne3","chr4",19570108,"-",-0.489814419,2.14006e-17,625.210512084961,23.2920413608551,26.8422377583314,TRUE
"Itpr1","chr6",108213096,"+",0.617119528,1.94715e-17,326.777648620605,71.0634427057902,4.59839315656994,TRUE
"Megf9","chr4",70534995,"-",0.536402889,1.8913e-17,355.120332183838,78.9348194058736,4.49890599429702,TRUE
"Sncaip","chr18",52767709,"+",1.060010834,1.83564e-17,0,20.1629000857671,0,FALSE
"Pdhb","chr14",8173025,"-",-0.620890135,1.83105e-17,266.756396484375,121.679997971853,2.19227811415712,TRUE
"Cse1l","chr2",166906040,"+",-0.532551554,1.82532e-17,546.852415771484,60.8268785413106,8.99030870703137,TRUE
"Atp7a","chrX",106027276,"+",-0.716102896,1.78077e-17,334.113568969727,43.6588767356873,7.65282100573647,TRUE
"Rwdd4a","chr8",47533664,"+",-0.660707174,1.67151e-17,1413.14081256104,99.1529751612345,14.252127182902,TRUE
"Bola1","chr3",96219709,"-",-1.146619622,1.59515e-17,589.199001403809,35.8148298075994,16.4512578886746,TRUE
"Uevld","chr7",46958527,"-",-0.716373092,1.4538e-17,323.609155639648,38.5418053131104,8.39631545566367,TRUE
"Micos10","chr4",139131113,"-",-0.791268744,1.24513e-17,433.147231628418,35.9559034379323,12.046623508602,TRUE
"Ppp2r5c","chr12",110447120,"+",-0.517853537,1.21914e-17,980.330184631348,41.2976594702403,23.7381536195239,TRUE
"Pja2","chr17",64331916,"-",-0.483198439,1.17414e-17,1348.45327496338,184.162570931753,7.32208107294013,TRUE
"Atp5g1","chr11",96075670,"-",-0.637735358,1.17222e-17,556.854953918457,202.859234644572,2.74503132625004,TRUE
"Srsf7","chr17",80207307,"-",-0.617111117,1.13611e-17,182.39496987915,64.5962817319234,2.82361406862542,TRUE
"Cdc5l","chr17",45433737,"-",-0.541117834,1.07167e-17,120.040565185547,99.6915728565852,1.20411948318074,FALSE
"Myh10","chr11",68691559,"+",0.596695344,1.06864e-17,1816.27884832764,177.832688642184,10.2134138678078,TRUE
"Tcea1","chr1",4857814,"+",-0.536336219,1.02495e-17,106.702724609375,71.8539668127696,1.48499420898238,TRUE
"Ckap2l","chr2",129297212,"-",-0.516452821,9.21524e-18,1447.15491589355,112.959564265569,12.8112650336653,TRUE
"Zcchc9","chr13",91807705,"-",-0.835225802,9.1173e-18,373.459875488281,50.9757968441645,7.32621947293862,TRUE
"Uqcr10","chr11",4704342,"-",-0.665396379,9.05053e-18,790.265817871094,93.0273106123606,8.49498725341083,TRUE
"Kpnb1","chr11",97187881,"-",0.460700276,7.91229e-18,1045.01857736206,141.675244171143,7.37615511782486,TRUE
"Etf1","chr18",34932007,"-",-0.494670104,7.27814e-18,903.97065322876,106.102179552078,8.51981228891781,TRUE
"Fam98a","chr17",75551946,"-",-0.626294036,7.03789e-18,0,91.3854067026774,0,FALSE
"Eef1e1","chr13",38659058,"-",-0.747394651,6.53467e-18,1298.43704919434,35.6904890480041,36.3804779320318,TRUE
"Ephb3","chr16",21204755,"+",0.893666851,6.29811e-18,771.92756072998,189.235213491122,4.07919618388676,TRUE
"Ppp1r13l","chr7",19359749,"+",1.764636941,5.72997e-18,1401.80606356812,59.1668643115362,23.69241770507,TRUE
"Snrpg","chr6",86371304,"+",-1.046540859,5.71816e-18,761.590557922363,36.4643334089915,20.8859037509395,TRUE
"Ehbp1","chr11",22342292,"-",0.589966749,5.64885e-18,174.725439697266,20.9442897605896,8.34239029800106,TRUE
"Tmem132a","chr19",10869940,"-",0.767071931,5.50841e-18,0,34.9464879480998,0,FALSE
"Ogfr","chr2",180589245,"+",0.779804312,5.28027e-18,173.391885986328,52.2372837734222,3.31931282526884,TRUE
"Dusp4","chr8",34807297,"+",0.835758775,4.67976e-18,365.790288482666,52.2900372956594,6.9954107398013,TRUE
"Nfkbia","chr12",55492647,"-",-0.890722257,4.49265e-18,592.865817199707,27.2511801382701,21.7556015626317,TRUE
"Mgmt","chr7",136894614,"+",1.756253173,4.49265e-18,846.284854614258,98.2962000834147,8.60953784475998,TRUE
"Atp2a2","chr5",122502225,"-",0.585858611,4.21686e-18,393.465549621582,37.1416483688355,10.5936480178335,TRUE
"Ism1","chr2",139678178,"+",2.892811349,4.19089e-18,0,35.3097307783763,0,FALSE
"Rapgef4","chr2",71981240,"+",0.716500164,4.05248e-18,546.850853271484,24.5201625792185,22.302089209431,TRUE
"Snx33","chr9",56928371,"-",0.801256788,3.84062e-18,866.958505249023,62.2597722682953,13.9248582778788,TRUE
"Syn2","chr6",115134902,"+",0.812603783,3.74734e-18,783.59818359375,33.9002233626048,23.1148383658774,TRUE
"Syvn1","chr19",6046576,"+",0.960924625,3.61548e-18,424.810831726074,54.963809633255,7.72891898433927,TRUE
"Tomm7","chr5",23844161,"-",-1.010725252,3.54009e-18,556.85507019043,32.2036549107234,17.2916730021537,TRUE
"Gdpd5","chr7",99381414,"+",1.11960205,3.44429e-18,210.070965576172,113.928450470606,1.84388504107997,TRUE
"Sap30","chr8",57487860,"-",-1.132073305,3.35969e-18,580.195766906738,79.491772737503,7.29881529781271,TRUE
"Anks1b","chr10",89873509,"+",0.827374309,3.02704e-18,77.0260293273926,29.0604529186885,2.65054469532572,TRUE
"Rfx1","chr8",84066834,"+",1.065969371,3.01893e-18,2447.49135803223,193.511698354085,12.6477695087655,TRUE
"Slc25a5","chrX",36795651,"+",-0.538353029,2.81704e-18,0,25.1261544303894,0,FALSE
"Depdc1a","chr3",159495433,"+",-0.765402927,2.68627e-18,0,64.7033935464223,0,FALSE
"Cipc","chr12",86947043,"+",0.621293132,2.62069e-18,535.514778198242,99.8340950962702,5.36404699899212,TRUE
"Klf13","chr7",63938915,"-",0.614839017,2.61771e-18,820.276614990234,80.8010806401571,10.1518025314945,TRUE
"Nudt21","chr8",94037031,"-",-0.579988001,2.59698e-18,1358.12343328857,95.537310265859,14.2156339707411,TRUE
"Taldo1","chr7",141392199,"+",-0.753091959,2.27342e-18,567.524934204102,60.954822326978,9.3105830275371,TRUE
"Phf12","chr11",77982754,"+",0.73310247,2.13312e-18,144.715213439941,48.6211211261749,2.97638577819701,TRUE
"Tmem198b","chr10",128804370,"-",0.945724997,1.84034e-18,233.412413330078,73.6995674451192,3.1670798272173,TRUE
"Polk","chr13",96542579,"-",0.675414809,1.69898e-18,349.451693603516,103.800207722664,3.36657990644094,TRUE
"Snrnp25","chr11",32205415,"+",-1.430549745,1.68888e-18,161.721316986084,56.8564049005508,2.84438168872892,TRUE
"Prc1","chr7",80294450,"+",-0.584129247,1.68059e-18,246.749832763672,69.3189461231232,3.55963046993529,TRUE
"Eif4e","chr3",138526179,"+",-0.558787017,1.63166e-18,0,51.6110417461395,0,FALSE
"Ddx41","chr13",55536658,"-",-0.679923975,1.60612e-18,254.085696960449,81.3772786483765,3.12231744758054,TRUE
"Hyls1","chr9",35570398,"-",-0.864337081,1.49793e-18,30.0101412963867,94.4292417055766,0.317805594478415,FALSE
"Snrnp40","chr4",130360132,"+",-0.696752988,1.39493e-18,180.060699768066,60.1595334777832,2.99305345900933,TRUE
"Tmem167","chr13",90089123,"+",-0.574081077,1.31417e-18,709.907213928223,43.8895692367554,16.1748503408347,TRUE
"Ska2","chr11",87109234,"+",-0.596833342,1.19134e-18,1603.54062792969,204.924835325877,7.82501850192874,TRUE
"Snrpe","chr1",133610291,"-",-1.054017,1.10268e-18,180.060567626953,69.9125992676417,2.57550955783577,TRUE
"Mis18a","chr16",90727404,"-",-1.00329911,1.07935e-18,508.171940795898,38.2144036165873,13.2979163012588,TRUE
"Ptpn21","chr12",98737405,"-",0.77189957,9.95053e-19,1033.68087631226,28.6693514887492,36.0552584078474,TRUE
"Aldh3b1","chr19",3929808,"-",0.986316877,9.75458e-19,1382.13222351074,78.1788512763977,17.6791063176955,TRUE
"Rere","chr4",150281646,"+",0.797268937,9.30938e-19,108.036508666992,83.5779836463928,1.29264315736642,TRUE
"Rpl27","chr11",101442298,"+",-0.733053624,9.17904e-19,0,82.8540199769338,0,FALSE
"Ammecr1l","chr18",31759826,"+",0.72160401,8.82866e-19,614.207984436035,108.262657038371,5.67331341423059,TRUE
"4930594M22Rik","chr14",122913030,"+",1.830761996,8.79104e-19,0,21.7354357941945,0,FALSE
"4930594M22Rik","chr14",122952119,"+",1.830761996,8.79104e-19,0,10.8361001281738,0,FALSE
"Morc2a","chr11",3649191,"+",0.554828017,8.07893e-19,341.115326904297,69.43210552152,4.9129336398789,TRUE
"Herc2","chr7",56050196,"+",0.617222471,7.56719e-19,1167.05919952393,95.0995403048197,12.2719751933941,TRUE
"Anln","chr9",22389188,"-",-0.534935451,7.56634e-19,1143.71802166748,61.4416984055837,18.6146876038105,TRUE
"Ddx39","chr8",83715177,"+",-0.857344933,7.351e-19,767.926688140869,76.8013720935186,9.99886678073654,TRUE
"Nudt5","chr2",5845019,"+",-0.652993589,7.07373e-19,162.72142779541,58.0678660856883,2.8022629168995,TRUE
"3930402G23Rik","chr8",10928696,"-",1.367902776,7.05724e-19,1162.05787780762,98.7814935792287,11.763922934366,TRUE
"Tox2","chr2",163203125,"+",1.966059431,6.82059e-19,0,20.0901056369146,0,FALSE
"Edem3","chr1",151755371,"+",-0.526697078,6.40054e-19,603.535867004395,152.691190294902,3.95265676977663,TRUE
"Galnt10","chr11",57645442,"+",0.8056374,5.73832e-19,960.990150817871,47.3928897082011,20.2770955038763,TRUE
"Spc25","chr2",69206194,"-",-0.66803745,5.19524e-19,415.473176391602,76.5918999385834,5.42450542060918,TRUE
"Synj2","chr17",5941280,"+",-0.704734537,4.71449e-19,0,32.6874421056112,0,FALSE
"Fanci","chr7",79391929,"+",-0.654622903,4.51852e-19,232.411974121094,67.1182713950475,3.46272288142157,TRUE
"Ipo13","chr4",117914999,"-",0.794248997,4.37333e-19,931.980774963379,48.7767817455928,19.1070575304528,TRUE
"Tmed1","chr9",21510252,"-",-0.978135024,4.2462e-19,1309.10777203369,113.466897769928,11.537354045654,TRUE
"Rps13","chr7",116334195,"-",-0.74001334,3.48022e-19,265.089581451416,79.5929916572571,3.33056436165816,TRUE
"Sdc3","chr4",130792537,"+",0.779751581,3.43629e-19,176.726371765137,22.5601678323746,7.83355749293357,TRUE
"Tm7sf2","chr19",6068373,"-",-0.854178408,3.33664e-19,272.758511291504,37.5646933844884,7.26103387826756,TRUE
"Banf1","chr19",5367168,"-",-0.658714338,2.93796e-19,80.6939354858398,53.2343613548279,1.51582424269135,FALSE
"Sf1","chr19",6363690,"+",0.616140014,2.92942e-19,1062.02394104004,139.346872742971,7.62144079830892,TRUE
"Abce1","chr8",79711740,"-",-0.593385324,2.64936e-19,536.847626953125,36.9084978421529,14.5453664695071,TRUE
"Klhl29","chr12",5375682,"-",1.821685372,2.60884e-19,183.395307922363,31.2945661048889,5.86029240052997,TRUE
"Rabggtb","chr3",153913009,"-",-0.814179516,2.39374e-19,421.143151306152,52.2668121229808,8.05756337913296,TRUE
"Mast2","chr4",116464183,"-",0.59469947,2.34755e-19,210.070667419434,39.5102076625824,5.31687074928685,TRUE
"Mrto4","chr4",139352576,"-",-0.860336607,2.23955e-19,0,39.5654903729757,0,FALSE
"Copb2","chr9",98563721,"+",-0.508486497,2.23892e-19,490.165509643555,45.4896060676575,10.7753298394038,TRUE
"Pdk2","chr11",95041354,"-",1.323021847,2.2078e-19,582.196255371094,98.7016723944346,5.89854499166441,TRUE
"Fam160a2","chr7",105400054,"-",0.738142616,2.07134e-19,476.827881164551,227.063782836914,2.09997329916338,TRUE
"Dynll1","chr5",115300999,"-",-0.734841776,2.0676e-19,283.428935852051,100.763859716733,2.81280348578175,TRUE
"Slc39a10","chr1",46892852,"-",-0.583149611,1.92568e-19,1.33378198242188,8.07656302769979,0.165142273742862,FALSE
"Faah","chr4",116017926,"-",1.099632023,1.85982e-19,589.532528137207,22.6575073267619,26.0193021074689,TRUE
"Rps21","chr2",180257377,"+",-1.078683928,1.65235e-19,416.473199951172,103.653669789632,4.01793010123438,TRUE
"Cabin1","chr10",75764341,"-",0.67822938,1.45536e-19,0,70.2992952435811,0,FALSE
"Madd","chr2",91183837,"-",1.0350887,1.38729e-19,0,48.1751192213694,0,FALSE
"Tk1","chr11",117826092,"-",-0.639649493,1.36116e-19,296.766586669922,34.9281437314351,8.49648893315889,TRUE
"Ap3m1","chr14",21052508,"-",-0.663618996,1.29821e-19,1599.8743762207,100.010836430868,15.9970102572496,TRUE
"Clstn2","chr9",98033181,"-",4.292395767,1.17568e-19,247.416557739258,14.969126452446,16.5284566554536,TRUE
"Nr1d1","chr11",98775333,"-",1.033980773,1.16183e-19,849.951750671387,64.3444795653025,13.2093966166714,TRUE
"Nedd1","chr10",92722420,"-",-0.658587871,1.03882e-19,1190.39951416016,55.8641086069743,21.3088429018904,TRUE
"Ube2s","chr7",4812590,"-",-0.666905459,1.01961e-19,243.41509979248,111.180814860662,2.18936243719334,TRUE
"Tnfaip1","chr11",78536332,"-",0.556325186,1.00052e-19,933.648260986328,64.0780785382589,14.5704784270158,TRUE
"Spag7","chr11",70669416,"-",-0.73773344,9.75124e-20,1130.04651281738,76.2826297620138,14.8139427854401,TRUE
"Hip1","chr5",135545120,"-",0.603654453,8.88214e-20,3754.59789428711,353.096448631287,10.6333493549457,TRUE
"Olfml2b","chr1",170644532,"+",-1.688732866,7.93465e-20,1629.54937194824,77.1264700533549,21.128276333935,TRUE
"Ctdsp2","chr10",126978717,"+",0.664348877,7.54887e-20,1231.0800748291,84.7315963640213,14.5291736218467,TRUE
"Fzd1","chr5",4758035,"-",0.921150262,7.07975e-20,0,54.9786026159922,0,FALSE
"Arrdc4","chr7",68749241,"-",-1.071881523,6.59508e-20,641.882674560547,225.808171806653,2.84260161811218,TRUE
"Prkce","chr17",86167785,"+",1.120112421,5.68031e-20,550.185953979492,29.9147836192449,18.3917744812148,TRUE
"Rab6a","chr7",100607410,"+",0.562850106,5.25873e-20,30.0101412963867,76.1112538305918,0.394293087894508,FALSE
"Triobp","chr15",78947724,"+",0.890243482,5.08764e-20,0,38.7361967137655,0,FALSE
"Smarca4","chr9",21616169,"+",0.584917395,4.72954e-20,436.813874206543,50.3375902808507,8.67768742542915,TRUE
"Car10","chr11",93098028,"+",3.710037107,4.69991e-20,45.3485874023438,11.3403181711833,3.99888139978104,TRUE
"Bhlhe40","chr6",108660629,"+",-0.655046853,4.68474e-20,1920.81341699219,76.3367875537872,25.1623559039444,TRUE
"Sema6d","chr2",124089969,"+",0.551128808,4.506e-20,386.464360687256,11.6899736728668,33.0594722881425,TRUE
"Repin1","chr6",48593883,"+",0.693565866,4.35684e-20,1870.6301348877,115.218794204712,16.2354600896456,TRUE
"Atf7","chr15",102625464,"-",0.716058683,3.75302e-20,2097.70612194824,198.279290295283,10.5795523013235,TRUE
"Trp53bp1","chr2",121271407,"-",0.634649413,2.94782e-20,112.371306854248,56.8372765019735,1.97707057357589,TRUE
"Lama3","chr18",12333819,"+",3.752654546,2.9345e-20,265.422225830078,18.2853988459905,14.5155283767998,TRUE
"Strap","chr6",137735078,"+",-0.538988026,2.69282e-20,73.3581231689453,50.3712472089132,1.45634915221961,FALSE
"Atp5mpl","chr12",111966977,"-",-0.9685332,2.64179e-20,181.061185821533,42.9734028819402,4.21333135565173,TRUE
