chr,start,end,exo_signal,endo_signal,enrichment,pvalue,binding_type,binding_type_by_peaks,significant,cpg_score,cpg_name,cpg_length,region_start,region_end,region_length,distanceToTSS,tss_position,strand,geneId,SYMBOL
chr8,84638667,84638870,19.0537336706734,15.8287415893703,1.20374279680381,0.2,both,exo_only,False,CpG:,1230,203,84637282,84640513,3231,-121,84638749,*,12286,Cacna1a
chr8,84639334,84639944,17.7869428179189,17.0070312991796,1.04585818094995,1,both,both,False,CpG:,1230,610,84637282,84640746,3464,343,84640287,*,12286,Cacna1a
chr8,84661923,84662867,40.7652335346958,99.6898734153509,0.408920506547844,0.1,both,both,False,CpG:,1230,944,84656749,84666430,9681,0,84662867,*,15936,Ier2
chr8,84663998,84664384,40.7652335346958,99.6898734153509,0.408920506547844,0.1,both,both,False,CpG:,1230,386,84656749,84666430,9681,-1144,84663240,*,15936,Ier2
chr8,84687265,84687954,22.278176395357,14.3584448115976,1.5515730768671,0.7,both,exo_only,False,CpG:,1231,689,84687442,84691713,4271,0,84687954,*,66830,Nacc1
chr8,84689619,84689992,22.278176395357,14.3584448115976,1.5515730768671,0.7,both,both,False,CpG:,1231,373,84687442,84691713,4271,0,84689992,*,212528,Trmt1
chr8,84703917,84704218,14.4673531212976,13.788991000348,1.04919592165464,1,both,endo_only,False,CpG:,1231,301,84701472,84705614,4142,2136,84706354,*,17095,Lyl1
chr8,84771980,84772332,14.6450838938355,12.9614669393748,1.12989401294897,0.7,both,both,False,CpG:,1231,352,84769364,84772564,3200,1064,84773396,*,18032,Nfix
chr8,84799186,84799699,20.3117738291469,3.25275107377871,6.24449069985265,0.1,both,both,False,CpG:,1231,513,84797062,84800644,3582,325,84800024,*,18032,Nfix
chr8,84800463,84800685,13.9016050524709,9.39574324903467,1.47956416900804,0.4,both,both,False,CpG:,1231,222,84799535,84801947,2412,-119,84800566,*,18032,Nfix
chr8,84832144,84832718,8.06773276431586,16.4410046869329,0.490708014378708,0.2,both,both,False,CpG:,1232,574,84830363,84834548,4185,0,84832718,*,23863,Dand5
chr8,84840252,84840735,20.2266478952228,22.9243536334383,0.882321404504923,1,both,both,False,CpG:,1232,483,84840046,84841650,1604,0,84840735,*,19358,Rad23a
chr8,84846525,84847389,73.6446145178104,61.0566149709923,1.2061692996377,0.7,both,both,False,CpG:,1232,864,84845801,84848252,2451,0,84847389,*,12317,Calr
chr8,84856898,84857223,13.4188505579848,16.8952334840213,0.794238834916115,0.7,both,endo_only,False,CpG:,1232,325,84856584,84857578,994,0,84857223,*,66590,Farsa
chr8,84902673,84903623,18.1204172809674,16.1164681824447,1.124341702899,1,both,both,False,CpG:,1232,950,84902419,84904693,2274,745,84904368,*,16596,Klf1
chr8,84908520,84909214,26.9137362260323,27.0667913071352,0.994345281663936,1,both,both,False,CpG:,1232,694,84906462,84911189,4727,0,84909214,*,13423,Dnase2a
chr8,84912537,84913446,21.2360241195699,1.65225829178851,12.8527266136959,0.2,both,exo_only,False,CpG:,1232,909,84912299,84913158,859,0,84913446,*,100503676,Gm38426
chr8,84965826,84966156,26.6062909470896,21.5560259447458,1.23428553181783,1,both,both,False,CpG:,1233,330,84965409,84970786,5377,0,84966156,*,69724,Rnaseh2a
chr8,84969409,84969759,22.8229342185891,19.9503481418199,1.14398676435865,0.7,both,both,False,CpG:,1233,350,84966091,84971410,5319,0,84969759,*,21672,Prdx2
chr8,84976171,84978911,21.2785803566913,29.5176432480959,0.720876669517438,0.1,both,both,False,CpG:,1233,2740,84973916,84983768,9852,0,84978911,*,16477,Junb
chr8,84980250,84980490,21.2574244806212,29.5680267060334,0.718932808467855,0.1,both,both,False,CpG:,1233,240,84973942,84983768,9826,-1532,84978958,*,16477,Junb
chr8,84990547,84990799,32.7944991122772,47.9996404447449,0.683223849354223,0.2,both,both,False,CpG:,1233,252,84989396,84991387,1991,0,84990799,*,170833,Hook2
chr8,85026824,85027385,25.6241489948023,41.555321878914,0.616627373732474,0.1,both,both,False,CpG:,1233,561,85022079,85028135,6056,1,85027386,*,68544,Trir
chr8,85036778,85038309,21.9357529952723,16.7289046707049,1.31124860993951,0.4,both,both,False,CpG:,1233,1531,85033471,85039632,6161,0,85038309,*,212999,Tnpo2
chr8,85060033,85060515,8.67053845681508,8.21776808605452,1.05509651355687,0.7,both,endo_only,False,CpG:,1233,482,85056221,85062433,6212,0,85060515,*,320466,A230103J11Rik
chr8,85071668,85072136,13.1944609477751,11.9795885796712,1.10141186068489,0.7,both,both,False,CpG:,1234,468,85070307,85074778,4471,0,85072136,*,330817,Dhps
chr8,85080302,85080604,16.3498578234417,11.1204394977073,1.47025284628476,0.7,both,endo_only,False,CpG:,1234,302,85079407,85081457,2050,28,85080632,*,67836,Wdr83
chr8,85083242,85083513,21.2686003070048,9.5746186239525,2.22135221697476,0.2,both,both,False,CpG:,1234,271,85081463,85085850,4387,0,85083513,*,17159,Man2b1
chr8,85299056,85300113,64.6176337882486,64.9763284908506,0.994479609560387,0.7,both,both,False,CpG:,1235,1057,85297221,85300729,3508,0,85300113,*,56452,Orc6
chr8,85432233,85432998,51.6178042404037,24.8642285832981,2.07598655504143,0.1,both,both,False,CpG:,1236,765,85432255,85434997,2742,0,85432998,*,66714,4921524J17Rik
chr8,85492530,85493216,46.6380208615666,54.348409009182,0.858130379744644,0.7,both,both,False,CpG:,1237,686,85491704,85495870,4166,0,85493216,*,108682,Gpt2
chr8,85554846,85555672,12.3831079325776,10.7957925473995,1.14703092692907,1,both,both,False,CpG:,1237,826,85554341,85557728,3387,0,85555672,*,56445,Dnaja2
chr8,85700142,85701055,17.1913461001815,13.129864751913,1.30933154491761,0.7,both,exo_only,False,CpG:,1238,913,85699165,85702305,3140,0,85701055,*,102465898,Mir8109
chr8,85840538,85840969,33.3015025701802,17.9580699093649,1.85440321472487,0.4,both,both,False,CpG:,1239,431,85839097,85841899,2802,0,85840969,*,102093,Phkb
chr8,86624084,86624579,53.2913171625963,23.0667020315341,2.31031367595344,0.1,both,both,False,CpG:,1245,495,86622927,86625275,2348,0,86624579,*,66887,Lonp2
chr8,86745325,86746376,24.7007755721175,12.7628895731959,1.93535918574372,0.1,both,both,False,CpG:,1246,1051,86744989,86747820,2831,0,86746376,*,20437,Siah1a
chr8,86884599,86885410,14.7593957726427,9.22898190467392,1.59924419888265,0.4,both,both,False,CpG:,1247,811,86881845,86886137,4292,0,86885410,*,80750,N4bp1
chr8,87472179,87473687,15.2918549901674,4.40499409574207,3.47148138176818,0.4,both,exo_only,False,CpG:,1252,1508,87471652,87474433,2781,0,87473687,*,100040294,Gm2694
chr8,87958428,87962795,25.0518424634906,16.5930072210756,1.50978313513122,0.2,both,both,False,CpG:,1256,4367,87957770,87965137,7367,0,87962795,*,94187,Zfp423
chr8,88118705,88119069,46.001177331865,37.643812014229,1.22201166328418,0.7,both,both,False,CpG:,1257,364,88118166,88120392,2226,0,88119069,*,382030,Cnep1r1
chr8,88137825,88138511,19.9345076506079,16.6101349215125,1.20014122370492,1,both,both,False,CpG:,1257,686,88136163,88140787,4624,0,88138511,*,102465649,Mir7071
chr8,88198983,88200575,27.7542589258103,15.726326987352,1.76482779152003,0.4,both,both,False,CpG:,1257,1592,88197401,88201988,4587,0,88200575,*,214627,Tent4b
chr8,88361599,88362355,11.8423591453751,35.9789693930157,0.329146702786712,0.1,both,endo_only,False,CpG:,1259,756,88360014,88362978,2964,0,88362355,*,26992,Brd7
chr8,88521360,88521790,17.8470923481511,13.2950612714615,1.34238511457339,0.4,both,both,False,CpG:,1260,430,88518523,88523296,4773,6,88521796,*,93960,Nkd1
chr8,88696699,88697446,47.8782803050105,46.2462293911952,1.03529046444003,1,both,both,False,CpG:,1261,747,88694145,88698511,4366,0,88697446,*,74256,Cyld
chr8,89041007,89044345,29.697180746763,19.845503099725,1.49641863940323,0.7,both,both,False,CpG:,1264,3338,89039477,89046171,6694,0,89044345,*,58198,Sall1
chr8,89045207,89045589,33.6047945957416,27.0813718205369,1.24088228685143,1,both,endo_only,False,CpG:,1264,382,89042535,89046171,3636,-1045,89044544,*,58198,Sall1
chr8,90347708,90348205,29.426531287775,14.4494466166139,2.03651614269715,0.4,both,exo_only,False,CpG:,1274,497,90345938,90350611,4673,0,90348205,*,244579,Tox3
chr8,90828686,90828982,16.5639606069588,7.79500338497702,2.12494591585193,0.2,both,both,False,CpG:,1277,296,90822246,90831270,9024,0,90828982,*,109151,Chd9
chr8,90907807,90909447,24.422578370918,19.8476338126357,1.23050327315943,1,both,both,False,CpG:,1278,1640,90907390,90909406,2016,0,90909447,*,109151,Chd9
chr8,91069993,91070507,31.7049517651276,20.5517616771352,1.54268778819097,0.4,both,both,False,CpG:,1279,514,91068293,91073123,4830,0,91070507,*,19651,Rbl2
chr8,91133433,91134222,66.0686700608891,50.6113308767321,1.30541262038346,0.7,both,both,False,CpG:,1280,789,91131406,91136478,5072,0,91134222,*,14339,Aktip
chr8,91313205,91313787,91.875215461717,80.2295786548038,1.14515390710226,0.7,both,both,False,CpG:,1281,582,91311949,91314813,2864,0,91313787,*,244585,Rpgrip1l
chr8,91799685,91801599,35.1035287516249,29.3890054017996,1.19444425803792,0.7,both,both,False,CpG:,1285,1914,91797438,91804402,6964,316,91801915,*,16373,Irx3
chr8,91801867,91802202,35.1035287516249,29.3890054017996,1.19444425803792,0.7,both,both,False,CpG:,1285,335,91797438,91804402,6964,0,91802202,*,16373,Irx3
chr8,92355697,92360826,42.9414464033374,26.3199323723296,1.63151811318794,0.2,both,both,False,CpG:,1289,5129,92353428,92363700,10272,0,92360826,*,54352,Irx5
chr8,93810660,93811516,7.25566959267176,11.6462279530218,0.623005974289656,0.4,both,both,False,CpG:,1300,856,93809849,93812151,2302,0,93811516,*,14681,Gnao1
chr8,94011645,94012946,13.8797656633648,9.63495118230066,1.44056419184166,0.7,both,both,False,CpG:,1302,1301,94008121,94013732,5611,0,94012946,*,23802,Amfr
chr8,94036620,94037114,49.8527938372339,24.748977629464,2.01433750450699,0.1,both,both,False,CpG:,1302,494,94034531,94038230,3699,0,94037114,*,68219,Nudt21
chr8,94037247,94037528,49.8527938372339,24.748977629464,2.01433750450699,0.1,both,both,False,CpG:,1302,281,94034531,94038230,3699,0,94037528,*,270086,Ogfod1
chr8,94098143,94098649,43.6050504900729,26.8975626478806,1.62115248362508,0.2,both,both,False,CpG:,1302,506,94096723,94100216,3493,279,94098928,*,67378,Bbs2
chr8,94172329,94172845,18.0333143335994,24.0432151772738,0.750037555320177,0.4,both,both,False,CpG:,1303,516,94166809,94175278,8469,0,94172845,*,17750,Mt2
chr8,94178896,94179555,32.8986348993132,31.0697498798549,1.05886384752148,1,both,both,False,CpG:,1303,659,94177681,94185688,8007,0,94179555,*,17748,Mt1
chr8,94214505,94215014,42.1775419452579,15.6912280600748,2.68796946827735,0.1,both,both,False,CpG:,1303,509,94212686,94215764,3078,0,94215014,*,71805,Nup93
chr8,94386178,94386763,41.4082646799088,32.9217116120505,1.25777982529778,1,both,both,False,CpG:,1305,585,94385394,94388544,3150,0,94386763,*,64209,Herpud1
chr8,94434255,94434461,17.3831540442607,7.96047890854116,2.18368194225218,0.2,both,both,False,CpG:,1305,206,94431772,94435842,4070,0,94434461,*,434341,Nlrc5
chr8,94601104,94602522,93.272388355342,58.096346691555,1.60547768778893,0.1,both,both,False,CpG:,1306,1418,94600551,94603457,2906,0,94602522,*,102122,Psme3ip1
chr8,94666588,94667259,10.2797595093879,20.3426206238972,0.505331132081963,0.4,both,both,False,CpG:,1307,671,94665356,94668108,2752,0,94667259,*,107566,Arl2bp
chr8,94695825,94696316,16.8880107617463,13.6722410260033,1.23520428945239,1,both,both,False,CpG:,1307,491,94694789,94697425,2636,0,94696316,*,67801,Pllp
chr8,94772027,94772306,10.1451475988818,28.8691921527301,0.351417786310392,0.1,both,both,False,CpG:,1308,279,94770823,94773443,2620,0,94772306,*,20312,Cx3cl1
chr8,94838022,94838678,34.3664281124606,15.4046538249027,2.23091206742373,0.4,both,both,False,CpG:,1308,656,94837132,94839487,2355,0,94838678,*,109006,Ciapin1
chr8,94857427,94858105,22.0912075098936,18.631095289207,1.1857170588726,1,both,both,False,CpG:,1308,678,94856208,94859177,2969,0,94858105,*,20021,Polr2c
chr8,94917495,94918246,28.4682712231048,20.0453625485827,1.42019238385477,0.2,both,both,False,CpG:,1309,751,94916570,94919355,2785,0,94918246,*,234582,Ccdc102a
chr8,95080877,95081149,112.679027852668,134.990181659595,0.834720173477584,0.7,both,both,False,CpG:,1310,272,95077940,95082600,4660,-37,95081112,*,74187,Katnb1
chr8,95081355,95081577,112.679027852668,134.990181659595,0.834720173477584,0.7,both,both,False,CpG:,1310,222,95077940,95082600,4660,169,95081746,*,74187,Katnb1
chr8,95320500,95320757,20.9653350265219,2.22176360999551,9.43634819303044,0.4,both,exo_only,False,CpG:,1312,257,95320164,95321670,1506,4,95320761,*,73407,Spmip8
chr8,95331537,95332497,32.0411143590179,26.8861601407246,1.19173263088934,0.4,both,both,False,CpG:,1312,960,95327790,95333384,5594,0,95332497,*,101985,Usb1
chr8,95352141,95353477,21.9024684178419,15.452895155387,1.41736989720056,0.1,both,both,False,CpG:,1312,1336,95350840,95357388,6548,0,95353477,*,17388,Mmp15
chr8,95434408,95435087,39.3369361984892,25.7224858154642,1.52928206397689,0.7,both,both,False,CpG:,1313,679,95431933,95435924,3991,0,95435087,*,14894,Cfap20
chr8,95633469,95633889,55.6325717997713,34.8278409590048,1.59735918931223,0.7,both,endo_only,False,CpG:,1314,420,95633034,95633575,541,0,95633889,*,78833,Gins3
chr8,95715799,95716412,11.0203374960141,11.1770990817804,0.985974752069456,0.2,both,both,False,CpG:,1315,613,95715481,95717446,1965,0,95716412,*,66083,Setd6
chr8,95806617,95808138,34.0337877257929,34.5930937599277,0.983831858520192,1,both,both,False,CpG:,1315,1521,95804822,95808432,3610,0,95808138,*,234594,Cnot1
chr8,95888100,95888514,29.134734314277,21.6957216635994,1.34287924439769,0.7,both,both,False,CpG:,1316,414,95886008,95888768,2760,33,95888547,*,14719,Got2
chr8,102784311,102784548,25.4129757560611,2.60180402620804,9.7674442425623,0.1,both,exo_only,False,CpG:,1369,237,102782869,102785616,2747,1094,102785642,*,12552,Cdh11
chr8,102784878,102785094,25.4129757560611,2.60180402620804,9.7674442425623,0.1,both,exo_only,False,CpG:,1369,216,102782869,102785616,2747,548,102785642,*,12552,Cdh11
chr8,104248401,104248625,19.7539265676648,14.9622161954069,1.32025405258674,0.7,both,both,False,CpG:,1380,224,104247545,104251535,3990,0,104248625,*,57813,Tk2
chr8,104250850,104251258,20.6733732404641,13.6966366095962,1.5093759022547,0.4,both,exo_only,False,CpG:,1380,408,104248534,104252145,3611,0,104251258,*,75458,Cklf
chr8,104340504,104341223,30.1221717856915,31.037879865207,0.97049708022931,1,both,both,False,CpG:,1381,719,104338877,104344798,5921,0,104341223,*,68119,Cmtm3
chr8,104395053,104395677,15.726027080569,14.4307111093278,1.08976106315398,1,both,both,False,CpG:,1381,624,104393513,104395958,2445,130,104395807,*,97487,Cmtm4
chr8,104442425,104443062,17.0139279202589,13.5996502246681,1.25105628741817,0.2,both,both,False,CpG:,1381,637,104435198,104443811,8613,0,104443062,*,234663,Dync1li2
chr8,104509259,104509946,13.9994955914154,5.96444494341519,2.34715815540741,0.4,both,exo_only,False,CpG:,1382,687,104508859,104511606,2747,0,104509946,*,320022,Terb1
chr8,104534090,104534709,35.2203564604139,14.6659882071969,2.40149903046631,0.2,both,both,False,CpG:,1382,619,104533712,104536333,2621,0,104534709,*,12354,Car7
chr8,104540739,104541316,22.4706740769459,3.44211895041437,6.52815152545523,0.1,both,exo_only,False,CpG:,1382,577,104540282,104542368,2086,0,104541316,*,12354,Car7
chr8,104591497,104591834,66.4516725373246,35.9215926394708,1.84990886134339,0.4,both,both,False,CpG:,1382,337,104590963,104592020,1057,46,104591880,*,382051,Pdp2
chr8,104630590,104630965,23.9680024248532,7.02604885788567,3.41130597148535,0.7,both,both,False,CpG:,1383,375,104630270,104632821,2551,275,104631240,*,56437,Rrad
chr8,104641440,104642058,45.7975612720983,9.89151959289659,4.62998236438686,0.1,both,both,False,CpG:,1383,618,104639645,104642883,3238,0,104642058,*,68523,Ciao2b
chr8,105170768,105171773,33.5681858254238,23.270308428628,1.44253291392249,0.4,both,exo_only,False,CpG:,1387,1005,105170109,105172182,2073,0,105171773,*,12400,Cbfb
chr8,105225067,105225417,58.8518369705451,18.1874102255152,3.23585580579151,0.1,both,both,False,CpG:,1387,350,105223999,105226241,2242,0,105225417,*,234678,Phaf1
chr8,105254203,105254735,15.6970654930235,7.59763765342531,2.06604555377113,0.4,both,both,False,CpG:,1388,532,105252676,105255877,3201,416,105255151,*,97440,B3gnt9
chr8,105258995,105259938,6.91906806567116,11.3810782097414,0.607944865869468,0.4,both,endo_only,False,CpG:,1388,943,105258705,105261764,3059,182,105260120,*,71609,Tradd
chr8,105264400,105264676,14.421747007265,10.4786268778795,1.37630122489708,0.7,both,both,False,CpG:,1388,276,105263080,105267348,4268,0,105264676,*,50788,Fbxl8
chr8,105276317,105276537,15.710692752438,15.9661726653595,0.983998675307094,1,both,both,False,CpG:,1388,220,105274182,105279469,5287,177,105276714,*,78688,Nol3
chr8,105278919,105279154,16.7303270628376,16.4768405836704,1.01538441049302,1,both,both,False,CpG:,1388,235,105275065,105280292,5227,2779,105281933,*,78688,Nol3
chr8,105289380,105290588,31.7782042312578,22.2762878129738,1.42654846705428,0.1,both,both,False,CpG:,1388,1208,105288010,105293058,5048,0,105290588,*,74356,Matcap1
chr8,105297551,105297981,33.0363300838865,10.5423521708869,3.13367733769297,0.7,both,both,False,CpG:,1388,430,105296741,105298737,1996,0,105297981,*,104394,E2f4
chr8,105326034,105326674,24.9202242783396,30.6381440729942,0.813372514306618,0.7,both,both,False,CpG:,1388,640,105325731,105328715,2984,0,105326674,*,234684,Fbxl9
chr8,105347550,105348165,31.1459023564615,17.113013232912,1.82001275477082,0.2,both,both,False,CpG:,1388,615,105346473,105350616,4143,0,105348165,*,234686,Fhod1
chr8,105348746,105349672,34.0907884742742,16.7854916989366,2.030967521579,0.2,both,both,False,CpG:,1388,926,105346946,105350811,3865,0,105349672,*,277973,Slc9a5
chr8,105471364,105471606,60.5011239537779,38.7772590950109,1.56022177342498,0.2,both,exo_only,False,CpG:,1389,242,105466059,105471634,5575,0,105471606,*,67971,Tppp3
chr8,105518522,105519317,7.19892440068607,12.6210694532563,0.570389413301954,0.7,both,endo_only,False,CpG:,1390,795,105517217,105519878,2661,0,105519317,*,15484,Hsd11b2
chr8,105565511,105566920,50.0964496190957,55.4441852700371,0.9035474031245,1,both,both,False,CpG:,1390,1409,105564706,105567094,2388,0,105566920,*,11972,Atp6v0d1
chr8,105605286,105605677,21.2696906861931,12.0108719418526,1.7708698243695,0.2,both,exo_only,False,CpG:,1390,391,105602914,105608503,5589,31,105605708,*,75687,Ripor1
chr8,105613932,105614532,10.5338302900836,10.5792966926633,0.995702322762991,1,both,exo_only,False,CpG:,1390,600,105613731,105615864,2133,-934,105613598,*,100316712,Mir1966
chr8,105635930,105637598,10.9491703009595,11.1866753384364,0.978768934442849,1,both,both,False,CpG:,1390,1668,105635447,105639412,3965,0,105637598,*,11604,Agrp
chr8,105693814,105694212,8.57155226305809,7.74318845390873,1.10697967821398,1,both,both,False,CpG:,1391,398,105691351,105695913,4562,-852,105693360,*,234695,Carmil2
chr8,105700706,105701789,16.2575351095226,19.1279987893173,0.849933926104288,1,both,both,False,CpG:,1391,1083,105699048,105704559,5511,0,105701789,*,497652,Acd
chr8,105704320,105704586,13.8517303334068,18.4817817473324,0.749480246156795,1,both,endo_only,False,CpG:,1391,266,105700880,105706688,5808,2671,105707257,*,56513,Pard6a
chr8,105707564,105708145,11.3836253802956,8.65291747902062,1.31558233484784,0.7,both,exo_only,False,CpG:,1391,581,105706217,105708500,2283,0,105708145,*,102124,Enkd1
chr8,105758221,105758724,22.9810822289457,5.11552743784469,4.49241696153002,0.1,both,both,False,CpG:,1391,503,105757332,105759505,2173,0,105758724,*,70575,Gfod2
chr8,105851852,105852064,23.0802160156031,17.5539009170198,1.3148197728076,0.7,both,both,False,CpG:,1392,212,105850593,105852629,2036,0,105852064,*,320394,Cenpt
chr8,105854780,105855955,31.0670903494482,24.4584940334556,1.2701963705105,0.7,both,both,False,CpG:,1392,1175,105853482,105857906,4424,0,105855955,*,59016,Thap11
chr8,105860461,105861139,48.8817161437514,26.3913335672709,1.85218818212248,0.1,both,both,False,CpG:,1392,678,105859547,105862359,2812,0,105861139,*,68051,Nutf2
chr8,105900295,105900883,20.2765223873448,9.5591745022657,2.12115830530543,0.7,both,both,False,CpG:,1392,588,105898188,105901143,2955,0,105900883,*,244631,Pskh1
chr8,105965642,105966133,26.7617107343378,15.1588986049941,1.76541260890294,0.1,both,both,False,CpG:,1393,491,105963685,105967445,3760,0,105966133,*,20498,Slc12a4
chr8,106010908,106011533,11.7786182467422,25.4565588487098,0.462694833058286,0.7,both,both,False,CpG:,1393,625,106010068,106011890,1822,0,106011533,*,66369,Dus2
chr8,106059663,106060215,22.0329244512723,22.3372827511929,0.986374425962606,1,both,both,False,CpG:,1394,552,106058380,106062270,3890,30,106060245,*,18021,Nfatc3
chr8,106135915,106137136,21.0068124981227,9.71053272912089,2.16330175533268,0.1,both,both,False,CpG:,1394,1221,106133635,106138295,4660,0,106137136,*,69771,1810019D21Rik
chr8,106150229,106150527,16.3428929420856,21.5220680284679,0.759355138199002,0.4,both,both,False,CpG:,1394,298,106148220,106152919,4699,0,106150527,*,192654,Pla2g15
chr8,106168691,106169168,20.9332074895533,6.96416748950639,3.00584492275572,0.4,both,exo_only,False,CpG:,1395,477,106167206,106169569,2363,0,106169168,*,330836,Slc7a6
chr8,106210478,106211520,38.1851163109036,17.8018032077499,2.14501395534358,0.1,both,both,False,CpG:,1395,1042,106209598,106213296,3698,0,106211520,*,214572,Prmt7
chr8,106337820,106338110,70.1969781733271,55.4541212116138,1.26585683155007,0.4,both,both,False,CpG:,1396,290,106336931,106339276,2345,0,106338110,*,58994,Smpd3
chr8,106415255,106415558,34.0746519538813,24.5279626197146,1.38921656405712,0.2,both,both,False,CpG:,1396,303,106414140,106416515,2375,0,106415558,*,22751,Zfp90
chr8,106507742,106507966,20.84062526261,6.32236725517266,3.29633259528846,0.1,both,both,False,CpG:,1397,224,106506427,106509837,3410,-2925,106505041,*,12560,Cdh3
chr8,106603293,106604024,21.0645741538767,6.76051701839089,3.11582296096201,0.7,both,exo_only,False,CpG:,1398,731,106603029,106604170,1141,0,106604024,*,12550,Cdh1
chr8,106683002,106683506,23.950726161583,34.3239913026686,0.69778383144273,0.4,both,both,False,CpG:,1398,504,106681485,106684152,2667,0,106683506,*,272538,Tango6
chr8,106870633,106871037,17.8788745246324,6.87048916492409,2.60227097306395,0.1,both,both,False,CpG:,1400,404,106867278,106875708,8430,0,106871037,*,15118,Has3
chr8,106893008,106893910,26.7168419629178,1.58678634526938,16.8370757932015,0.2,both,exo_only,False,CpG:,1400,902,106892123,106894391,2268,0,106893910,*,214987,Chtf8
chr8,106935415,106936740,24.5592474418513,20.5787652493111,1.19342667766101,1,both,both,False,CpG:,1400,1325,106934407,106939137,4730,0,106936740,*,20650,Sntb2
chr8,107030970,107031935,28.0904147462327,18.64563246539,1.50654126634611,0.2,both,both,False,CpG:,1401,965,107029797,107032807,3010,0,107031935,*,116733,Vps4a
chr8,107048039,107048802,19.3565654428947,10.6042844280473,1.82535328755408,0.2,both,both,False,CpG:,1401,763,107046822,107050714,3892,0,107048802,*,68023,Pdf
chr8,107056191,107057333,30.7113016162313,36.807573510217,0.834374523702479,0.7,both,both,False,CpG:,1401,1142,107055658,107057437,1779,0,107057333,*,66164,Nip7
chr8,107095951,107096597,17.7973318681034,19.6643117660136,0.905057450261904,1,both,both,False,CpG:,1402,646,107094433,107097230,2797,0,107096597,*,102465652,Mir7075
chr8,107150513,107151011,22.9540811069368,32.1576900387895,0.713797573123225,0.7,both,both,False,CpG:,1402,498,107149072,107150977,1905,0,107151011,*,66427,Cyb5b
chr8,107293307,107294520,22.144047081979,13.1020847416097,1.69011630734258,0.7,both,both,False,CpG:,1403,1213,107291585,107294711,3126,0,107294520,*,54446,Nfat5
chr8,107424614,107425192,44.9256539271272,27.215323227381,1.65074849752025,1,both,both,False,CpG:,1404,578,107424620,107425874,1254,0,107425192,*,67619,Nob1
chr8,107436200,107436435,17.5612787913701,5.30725644920419,3.30891845145401,0.4,both,exo_only,False,CpG:,1404,235,107434687,107437559,2872,0,107436435,*,66894,Wwp2
chr8,107587938,107588529,22.0264945789803,8.36837823681705,2.63211030329314,0.2,both,endo_only,False,CpG:,1405,591,107585881,107589839,3958,0,107588529,*,17463,Psmd7
chr8,108704636,108705080,6.16193802697452,15.4804698452558,0.398045930683617,0.4,both,endo_only,False,CpG:,1414,444,108703605,108705303,1698,1536,108706616,*,11906,Zfhx3
chr8,108714467,108715379,27.5727234903924,11.056623719979,2.49377424688599,0.1,both,both,False,CpG:,1414,912,108712210,108716268,4058,0,108715379,*,11906,Zfhx3
chr8,109340687,109340906,27.2101574460829,5.9552712087278,4.5690878706254,0.8,both,endo_only,False,CpG:,1419,219,109340499,109341471,972,0,109340906,*,384864,Gm1943
chr8,109565415,109565990,53.742948273989,52.2652752770792,1.02827255743084,1,both,both,False,CpG:,1420,575,109564616,109567747,3131,0,109565990,*,234723,Txnl4b
chr8,109608458,109608786,51.008538122071,27.5461981294389,1.85174512585669,0.4,both,both,False,CpG:,1421,328,109607343,109610669,3326,0,109608786,*,56749,Dhodh
chr8,109692751,109693740,33.1334758861651,34.3932100302954,0.963372591769694,0.7,both,both,False,CpG:,1421,989,109692188,109694320,2132,0,109693740,*,71955,Ist1
chr8,109705340,109705943,26.3160573741465,16.3166078737337,1.61283874551583,0.4,both,both,False,CpG:,1421,603,109704798,109707937,3139,0,109705943,*,75871,Zfp821
chr8,109737281,109737877,15.0320077349269,18.455536123828,0.814498567479654,1,both,both,False,CpG:,1422,596,109736653,109739089,2436,0,109737877,*,52335,Atxn1l
chr8,109778522,109779359,28.4217104169675,6.85538034882834,4.14589839961616,0.2,both,exo_only,False,CpG:,1422,837,109777606,109779268,1662,0,109779359,*,11765,Ap1g1
chr8,109868437,109869279,32.0594224418224,27.1140722862658,1.18239053519311,1,both,both,False,CpG:,1423,842,109866510,109869808,3298,0,109869279,*,244650,Phlpp2
chr8,109961725,109962289,5.78661713553549,5.78177933278753,1.00083673251252,1,both,both,False,CpG:,1423,564,109961151,109963845,2694,0,109962289,*,73608,Marveld3
chr8,110168125,110168328,21.8358986857168,5.4902912635472,3.97718402130982,0.1,both,both,False,CpG:,1425,203,110165728,110170104,4376,0,110168328,*,12308,Calb2
chr8,110217678,110218128,14.3630492704514,23.4449738625415,0.612628077756125,0.2,both,both,False,CpG:,1425,450,110215293,110219660,4367,0,110218128,*,234728,Cmtr2
chr8,110618519,110619079,19.9943893243651,12.2998573576753,1.62557895940869,0.4,both,both,False,CpG:,1428,560,110617133,110621644,4511,0,110619079,*,234729,Vac14
chr8,110721293,110721532,42.0696205301938,31.4599012621857,1.33724579042976,0.1,both,both,False,CpG:,1429,239,110714921,110722283,7362,0,110721532,*,244654,Mtss2
chr8,110738399,110738616,13.2890893741614,17.1742192389997,0.773781281654081,0.7,both,endo_only,False,CpG:,1429,217,110734018,110742323,8305,1282,110739898,*,244654,Mtss2
chr8,110738782,110739099,13.2890893741614,17.1742192389997,0.773781281654081,0.7,both,both,False,CpG:,1429,317,110734018,110742323,8305,1665,110740764,*,244654,Mtss2
